txn_id,value_date,narration,debit,credit,balance,bank_ref,bank
TXN00000733,14/06/26,NEFT-HDFC0000123-KAKINADA METALS-8301377329-,,225679.50,301669977.11,5244220859,HDFC
TXN00000734,25-06-2026,RTGS/ICICR52024560720/Ludhiana Forgings,,1111.99,301671089.10,S79107561,ICICI
TXN00000735,01/07/26,UPI-BHAVNAGAR SPINNERS PVT-BHAVNAGARS@OKHDFCBANK-300000000735-PAYMENT FROM BSL,,261264.25,301932353.35,2402777787,HDFC
TXN00000736,20/06/26,UPI-DEHRADUN ELECTRICALS LLP-DEHRADUNEL@APL-300000000736,,242847.00,302175200.35,8381504644,HDFC
TXN00000737,24/08/26,UPI-INDORE DISTRIBUTORS PRIVATE LIMITED-INDOREDIST@PAYTM-300000000737-PAYMENT FROM IDP,,215895.00,302391095.35,7432215734,HDFC
TXN00000738,13-07-2026,UPI/1790110281/Payment from/mangalorep@okhdfcbank/HDFC,,209399.99,302600495.34,S28836248,ICICI
TXN00000739,04/08/26,NEFT CR-HDFC0000123-DEHRADUN DISTRIBUTORS-UTR6897092733,,269846.25,302870341.59,6139619911,HDFC
TXN00000740,07-06-2026,UPI/5564684670/Payment from/panipatfer@okaxis/KKBK,,498977.75,303369319.34,S39917070,ICICI
TXN00000741,23-08-2026,BIL/ONL/300000000741/JAE,,139779.00,303509098.34,S81841063,ICICI
TXN00000742,24/07/26,UPI-RAJKOTMOTORSPRIVATELIMITED-RAJKOTMOTO@APL-300000000742,,472593.25,303981691.59,3817938939,HDFC
TXN00000743,12-06-2026,NEFT-ICICR52023994525-AMRAVATI PAPER M,,360181.50,304341873.09,S58510263,ICICI
TXN00000744,12/07/26,NEFT-HDFC0004567-BHAVNAGAR TRANSPORT AND COMPANY-300000000744,,402128.00,304744001.09,2449679618,HDFC
TXN00000745,09-08-2026,NEFT/ICICR52024117658/JAMNAGAR LOGISTICS PRIVATE LIMITED,,402604.99,305146606.08,S93260889,ICICI
TXN00000746,12/06/26,NEFT-HDFC0009812-RAJKOT COLD STORAGE AND COMPANY-300000000746,,416922.99,305563529.07,2728549921,HDFC
TXN00000747,22/08/26,NEFT CR-HDFC0002341-CHANDRAPUR INFRAPROJECTS AND COMPANY-UTR300000000747,,100690.25,305664219.32,5451215980,HDFC
TXN00000748,16-07-2026,UPI/300000000748/CMP/chennaimed@okhdfcbank,,2951.25,305667170.57,S84035112,ICICI
TXN00000749,18-06-2026,NEFT-ICICR52024117812-NARMADA CHEMICALS IN,,400289.00,306067459.57,S65301707,ICICI
TXN00000750,11-06-2026,UPI/4657464840/Payment from/belgaumpol@paytm/SBIN,,279377.00,306346836.57,S34510701,ICICI
TXN00000751,11-06-2026,UPI/300000000751/Payment from/kolhapurha@ybl/AXIS,,112311.25,306459147.82,S66394418,ICICI
TXN00000752,07/07/26,NEFT CR-HDFC0009812-BHAVNAGAR PH-UTR300000000752,,345927.00,306805074.82,4410664100,HDFC
TXN00000753,26/06/26,NEFT-HDFC0009812-BHAVNAGARCOLDSTORAGEANDCOMPANY-2751962237,,176145.00,306981219.82,2668342007,HDFC
TXN00000754,15-07-2026,NEFT-ICICR52023081217-SALEM CONTAINERS PVT LTD,,277709.00,307258928.82,S27205509,ICICI
TXN00000755,24/08/26,NEFT-HDFC0000123-KOLHAPUR HAN-300000000755,,97656.99,307356585.81,3799687315,HDFC
TXN00000756,29/08/26,NEFT CR-HDFC0009812-NAGPUR PACKAGING PVT-UTR7060743623,,59077.99,307415663.80,2516888774,HDFC
TXN00000757,24-08-2026,UPI/300000000757/SHP/solapurhos@apl,,350100.99,307765764.79,S37358925,ICICI
TXN00000758,20/06/26,ACH C-HUBLI CHEMICALS INDIA-300000000758,,58890.00,307824654.79,6972559639,HDFC
TXN00000759,27/07/26,IMPS-300000000759-CHANDRAPUR CONSTRUCTIONS PRIVATE LIMITED-UTIB,,252841.00,308077495.79,5719458685,HDFC
TXN00000760,12/07/26,UPI-SOLAPUR CERA-SOLAPURCER@IBL-3269150598-PAYMENT FROM SCP,,346135.25,308423631.04,5301240165,HDFC
TXN00000761,12-07-2026,NEFT-ICICR52023081489-CHENNAI SPINNERS LLP,,99236.00,308522867.04,S53582517,ICICI
TXN00000762,17-07-2026,UPI/4847969893/AEP/aurangabad@okaxis,,450732.00,308973599.04,S19744739,ICICI
TXN00000763,29/07/26,UPI-BHILAI DIAGNOSTICS LIMITED-BHILAIDIAG@IBL-300000000763-PAYMENT FROM BDL,,358019.25,309331618.29,5696473543,HDFC
TXN00000764,16/06/26,IMPS-8911530775-TRICHY DISTRIBUTOR-HDFC,,125103.25,309456721.54,2192583396,HDFC
TXN00000765,17/07/26,NEFT CR-HDFC0004567-HUBLI REFRACTORIES LIMITED-UTR1826972878,,366103.00,309822824.54,1897952768,HDFC
TXN00000766,10/06/26,UPI-BHOPAL PLASTICS AND COMPANY-BHOPALPLAS@OKAXIS-8563835154-PAYMENT FROM BPA,,155664.50,309978489.04,6031017972,HDFC
TXN00000767,28/08/26,RTGS-HDFC0004567-ANANTAPUR PLASTICS AND COMPANY-300000000767,,280461.00,310258950.04,9522965428,HDFC
TXN00000768,18-08-2026,UPI/300000000768/SFA/suratfabri@okaxis,,238531.00,310497481.04,S81866578,ICICI
TXN00000769,14/08/26,NEFT CR-HDFC0004567-JABALPUR POL-UTR300000000769,,487144.00,310984625.04,9807939295,HDFC
TXN00000770,10-06-2026,NEFT-ICICR52023081537-SILIGURITEXTILESPVTLTD,,319191.25,311303816.29,S39596058,ICICI
TXN00000771,06/08/26,ACH C-MYSORE PLASTICS AND COMPANY-2979547011-,,334577.00,311638393.29,4105648029,HDFC
TXN00000772,23/08/26,IMPS-300000000772-BHAVNAGAR DISTRIBUTORS PRIVATE LIMITED-UTIB/,,170081.00,311808474.29,9540125459,HDFC
TXN00000773,17-06-2026,NEFT-ICICR52024560634-GODAVARI AGR,,199728.75,312008203.04,S48785862,ICICI
TXN00000774,07-06-2026,UPI/300000000774/Payment from/jamnagarme@apl/SBIN,,326926.99,312335130.03,S79241678,ICICI
TXN00000775,23/07/26,UPI-ERNAKULAM CABLES-ERNAKULAMC@IBL-300000000775-PAYMENT FROM ECP,,278891.00,312614021.03,9759053215,HDFC
TXN00000776,27-06-2026,BIL/ONL/300000000776/JBL,,28806.50,312642827.53,S80944243,ICICI
TXN00000777,09-08-2026,UPI/300000000777/BEI/bhopalente@okaxis,,467723.25,313110550.78,S35190520,ICICI
TXN00000778,23/07/26,NEFT CR-HDFC0009812-KAKINADA BEARINGS LIMITED-UTR4118101632,,340603.00,313451153.78,5855505105,HDFC
TXN00000779,08/08/26,ACH C-NAGPUR TRANSPORT AND COMPANY-8825588977,,381228.99,313832382.77,4751511984,HDFC
TXN00000780,02-07-2026,BIL/ONL/4132088971/CII,,212434.99,314044817.76,S49003774,ICICI
TXN00000781,09/08/26,UPI-JODHPUR DIAGNOSTICS LIMITED-JODHPURDIA@OKAXIS-300000000781-PAYMENT FROM JDL,,302837.99,314347655.75,3994410749,HDFC
TXN00000782,06-06-2026,RTGS/ICICR52023994825/MEERUT GARMENTS,,361845.00,314709500.75,S28980544,ICICI
TXN00000783,15-06-2026,RTGS/ICICR52024117707/rajkot diagnostics limited,,54569.00,314764069.75,S39096022,ICICI
TXN00000784,12-07-2026,BIL/ONL/7463438053/BSS,,213333.75,314977403.50,S84161981,ICICI
TXN00000785,02/06/26,IMPS-300000000785-NAGPUR  SOFTWARE SERVICES PRIVATE LIMITED-ICIC,,453993.25,315431396.75,6915420346,HDFC
TXN00000786,04/08/26,NEFT-HDFC0002341-JALANDHAR COLD STORAGE AND COMPANY-3921096390,,334884.75,315766281.50,3592834852,HDFC
TXN00000787,09/08/26,NEFT CR-HDFC0000123-RAJKOTFABRICATORSANDCOMPANY-UTR300000000787,,65578.99,315831860.49,1635149757,HDFC
TXN00000788,14/07/26,NEFT-HDFC0002341-DEHRADUN DIS-300000000788,,237606.00,316069466.49,2449516299,HDFC
TXN00000789,26/07/26,IMPS-5053796127-JAMNAGAR CONSTRU-AXIS,,491519.50,316560985.99,5412089004,HDFC
TXN00000790,11/06/26,UPI-CALICUT SOFTWARE SERVICES PRIVATE LIMITED-CALICUTSOF@OKAXIS-300000000790-PAYMENT FROM CSS,,360089.50,316921075.49,8934658811,HDFC
TXN00000791,22-08-2026,UPI/300000000791/HPM/hublipaper@okaxis,,401058.25,317322133.74,S83858433,ICICI
TXN00000792,19/06/26,IMPS-300000000792-NARMADA PACKAGING-UTIB,,469569.25,317791702.99,7474231449,HDFC
TXN00000793,10/06/26,IMPS-300000000793-KANPUR SPINNERS LLP-KKBK,,305529.75,318097232.74,7983455615,HDFC
TXN00000794,21-07-2026,UPI/300000000794/Payment from/panipatdia@ybl/KKBK/ ,,328409.25,318425641.99,S86434517,ICICI
TXN00000795,25/06/26,UPI-LUDHIANA MOTORS-LUDHIANAMO@OKAXIS-5026656572-PAYMENT FROM LMP,,416392.99,318842034.98,4829425048,HDFC
TXN00000796,29/06/26,UPI-MADURAI REFRACTORIES-MADURAIREF@PAYTM-3234278606-PAYMENT FROM MRL,,232729.00,319074763.98,7914927480,HDFC
TXN00000797,20/06/26,ACH C-GUNTUR GARMENTS-300000000797,,16697.25,319091461.23,7564877420,HDFC
TXN00000798,17-06-2026,BIL/ONL/300000000798/KDL,,177607.99,319269069.22,S10874204,ICICI
TXN00000799,28-07-2026,BIL/ONL/300000000799/MCS,,447802.25,319716871.47,S13420583,ICICI
TXN00000800,21-07-2026,RTGS/ICICR52024117992/AURANGABAD F,,496632.00,320213503.47,S29280124,ICICI
TXN00000801,01-07-2026,BIL/ONL/300000000801/AIA,,383717.00,320597220.47,S27452167,ICICI
TXN00000802,05-06-2026,RTGS/ICICR52023994123/krishna hospitality pvt ltd,,72928.00,320670148.47,S19013806,ICICI
TXN00000803,27/06/26,NEFT-HDFC0009812-VARANASI MOTORS PRIVATE LIMITED-1735506683,,103376.00,320773524.47,4898275173,HDFC
TXN00000804,17-08-2026,NEFT-ICICR52023994485-MEERUT PACKAGING LLP,,54297.00,320827821.47,S99640817,ICICI
TXN00000805,06/07/26,NEFT-HDFC0000123-KAKINADA SPINNERS LLP-300000000805,,156571.00,320984392.47,5731402291,HDFC
TXN00000806,20/06/26,UPI-JALANDHAR CABLES PRIVATE LIMITED-JALANDHARC@OKAXIS-300000000806,,281065.00,321265457.47,9476884146,HDFC
TXN00000807,16-07-2026,MMT/IMPS/3213198005/CHANDRAPUR PLASTICS/SBIN,,301165.25,321566622.72,S13076093,ICICI
TXN00000808,17-08-2026,UPI/9324481501/Payment from/jamnagarco@ybl/ICIC,,412884.75,321979507.47,S60481546,ICICI
TXN00000809,24/08/26,RTGS-HDFC0000123-KAKINADA MOTORS PRIVATE LIMITED-8127735101,,76303.00,322055810.47,3445690964,HDFC
TXN00000810,23/08/26,IMPS-300000000810-NARMADA HANDICRAFTS P LTD-KKBK,,39200.25,322095010.72,1680052083,HDFC
TXN00000811,13-07-2026,BIL/ONL/300000000811/SMP,,482603.00,322577613.72,S78747076,ICICI
TXN00000812,22-08-2026,MMT/IMPS/4920956041/KANPURENGINEERINGPVTLTD/ICIC,,331047.00,322908660.72,S62411510,ICICI
TXN00000813,24-08-2026,MMT/IMPS/300000000813/JALANDHAR  FO/ICIC,,103754.25,323012414.97,S77888064,ICICI
TXN00000814,20/06/26,RTGS-HDFC0000123-JAMNAGARFORGINGSLIMITED-300000000814,,377721.99,323390136.96,2583472482,HDFC
TXN00000815,25-08-2026,BIL/ONL/300000000815/MLP,,142205.00,323532341.96,S60268472,ICICI
TXN00000816,08-08-2026,MMT/IMPS/300000000816/dhanbad paper mill/KKBK,,132704.00,323665045.96,S62530853,ICICI
TXN00000817,27-06-2026,NEFT-ICICR52024560282-Salem Handicrafts,,455228.00,324120273.96,S33066281,ICICI
TXN00000818,01-07-2026,RTGS/ICICR52024560478/hosurmetalslimited,,497010.25,324617284.21,S45279042,ICICI
TXN00000819,12-08-2026,NEFT/ICICR52024117413/udaipur traders india private limited,,203521.99,324820806.20,S78761110,ICICI
TXN00000820,16/06/26,UPI-SALEM CONSTRUCTION-SALEMCONST@YBL-300000000820,,303495.00,325124301.20,5756773490,HDFC
TXN00000821,14-06-2026,NEFT/ICICR52024560971/SALEM ENTERPRISES INDIA PRIVATE LIMITED,,172843.00,325297144.20,S45668954,ICICI
TXN00000822,31-08-2026,UPI/300000000822/UPA/udaipurpla@ibl,,444864.00,325742008.20,S91211357,ICICI
TXN00000823,01-08-2026,UPI/8627256881/NHL/narmadahan@ibl,,438734.00,326180742.20,S70368405,ICICI
TXN00000824,09-07-2026,BIL/ONL/8010127089/KIA,,232840.00,326413582.20,S33860571,ICICI
TXN00000825,18-08-2026,RTGS/ICICR52023081259/JAMNAGAR PACKAGING LLP,,68579.00,326482161.20,S96884510,ICICI
TXN00000826,01-07-2026,RTGS/ICICR52024560668/SOLAPUR TRADERS INDIA  PRIVATE LIMITED,,122681.00,326604842.20,S50703194,ICICI
TXN00000827,09-08-2026,RTGS/ICICR52024560559/ERNAKULAM INDUSTRIES INDIA PRIVATE LIMITED,,447233.25,327052075.45,S96321540,ICICI
TXN00000828,01/06/26,RTGS-HDFC0004567-HUBLI CHEMICALS INDIA PRIVATE LIMITED-300000000828,,79488.75,327131564.20,4592047209,HDFC
TXN00000829,21-06-2026,RTGS/ICICR52023994601/BHOPAL FORGINGS LIMITED,,105952.25,327237516.45,S56306069,ICICI
TXN00000830,01-08-2026,NEFT-ICICR52023994595-ANANTAPUR CONTAI,,280190.00,327517706.45,S14388084,ICICI
TXN00000831,14-06-2026,NEFT-ICICR52024560223-Godavari Metals Limited,,75682.25,327593388.70,S38866008,ICICI
TXN00000832,30/06/26,ACH C-COIMBATORE CHEMICALS INDIA-300000000832,,233206.99,327826595.69,9913615651,HDFC
TXN00000833,10/08/26,UPI-GANDHINAGAR HANDICRAFTS PVT-GANDHINAGA@YBL-300000000833-PAYMENT FROM GHL,,124874.25,327951469.94,3117856053,HDFC
TXN00000834,08-07-2026,UPI/300000000834/CDL/chandrapur@ibl/,,424751.50,328376221.44,S69074819,ICICI
TXN00000835,13-07-2026,NEFT-ICICR52024117128-BELGAUM INFRAPROJECTS AND COMPANY,,85981.00,328462202.44,S63302112,ICICI
TXN00000836,09/06/26,RTGS-HDFC0002341-NARMADA ENGI-300000000836,,415494.75,328877697.19,7504017397,HDFC
TXN00000837,09/08/26,UPI-CHENNAI FORGINGS L-CHENNAIFOR@YBL-300000000837,,125149.75,329002846.94,4726281358,HDFC
TXN00000838,24-08-2026,MMT/IMPS/300000000838/ANANTAPUR CHEMICALS INDIA PRIVATE LIMITED/ICIC,,409391.00,329412237.94,S73095299,ICICI
TXN00000839,16/08/26,UPI-BHAVNAGAR CO-BHAVNAGARC@APL-300000000839-PAYMENT FROM BCP,,111319.75,329523557.69,1599727985,HDFC
TXN00000840,26/08/26,ACH C-BHILAI SOFTWARE SERVICES PVT-300000000840,,318633.99,329842191.68,2068046073,HDFC
TXN00000841,28/06/26,NEFT-HDFC0000123-TRICHY FABRICATORS AND COMPANY-8779299135,,327617.75,330169809.43,3254069197,HDFC
TXN00000842,04/06/26,RTGS-HDFC0002341-TRICHY  CONSTRUCTIO-9451105506/,,177766.99,330347576.42,2482789277,HDFC
TXN00000843,03/08/26,UPI-PANIPAT SOFTWARE SERVICES PRIVATE LIMITED-PANIPATSOF@OKHDFCBANK-300000000843,,365149.25,330712725.67,1559778590,HDFC
TXN00000844,12/06/26,UPI-SILIGURI ENGINEERING-SILIGURIEN@OKHDFCBANK-300000000844,,15177.00,330727902.67,5559187505,HDFC
TXN00000845,27-07-2026,RTGS/ICICR52023994984/NAGPUR POLYMERS,,379298.00,331107200.67,S39774445,ICICI
TXN00000846,07/07/26,NEFT-HDFC0002341-MYSORE SPINNERS LL-300000000846,,373418.99,331480619.66,6789753893,HDFC
TXN00000847,23-06-2026,BIL/ONL/300000000847/EIA,,223911.99,331704531.65,S79012477,ICICI
TXN00000848,06/06/26,NEFT-HDFC0002341-BHOPAL DISTRIBUTORS-300000000848,,21305.00,331725836.65,8173430641,HDFC
TXN00000849,15-08-2026,RTGS/ICICR52023081352/INDORE TEXTILES PVT LTD,,57309.00,331783145.65,S20698169,ICICI
TXN00000850,08-07-2026,RTGS/ICICR52024117457/VARANASI LOGISTICS,,26060.99,331809206.64,S67164456,ICICI
TXN00000851,04/07/26,ACH C-NAGPUR AGRO-4337210308,,226173.25,332035379.89,6985569796,HDFC
TXN00000852,18/07/26,UPI-SALEM CERAMICS PVT LTD-SALEMCERAM@YBL-300000000852,,79073.00,332114452.89,1500275778,HDFC
TXN00000853,26-08-2026,UPI/5307967688/Payment from/indoresoft@ybl/ICIC,,309550.50,332424003.39,S77355292,ICICI
TXN00000854,11-07-2026,RTGS/ICICR52024117574/ANANTAPUR TEXTILES PVT LTD,,424536.25,332848539.64,S65643484,ICICI
TXN00000855,08-07-2026,UPI/7378118306/HII/haldiaindu@paytm,,317138.25,333165677.89,S79174221,ICICI
TXN00000856,10-07-2026,NEFT/ICICR52024117126/MEERUT DISTRIBUTORS PRIVATE LIMITED,,310841.25,333476519.14,S82551437,ICICI
TXN00000857,13/06/26,ACH C-SILIGURI CONTAINERS PVT LTD-2114507446,,90930.00,333567449.14,7806290287,HDFC
TXN00000858,12-06-2026,BIL/ONL/9281022257/TCL,,77863.00,333645312.14,S57788337,ICICI
TXN00000859,02-07-2026,BIL/ONL/300000000859/JPL,,270035.75,333915347.89,S85622173,ICICI
TXN00000860,22/07/26,UPI-BHAVNAGARENTERPRISESINDIAPRIVATELIMITED-BHAVNAGARE@OKAXIS-300000000860-PAYMENT FROM BEI,,158053.25,334073401.14,8936809129,HDFC
TXN00000861,05/07/26,RTGS-HDFC0009812-MEERUT AUTO COMPONENTS PVT LTD-2819016550,,334126.00,334407527.14,7388793014,HDFC
TXN00000862,30-08-2026,MMT/IMPS/300000000862/MEERUT HANDICRAFTS LLP/UTIB,,469589.99,334877117.13,S95852907,ICICI
TXN00000863,20-07-2026,MMT/IMPS/300000000863/ERNAKULAM GARMENTS PRIVATE LIMITED/HDFC,,438825.25,335315942.38,S61799347,ICICI
TXN00000864,14-08-2026,RTGS/ICICR52023994647/CALICUTDISTRIBUTORSPRIVATELIMITED,,84785.00,335400727.38,S92420455,ICICI
TXN00000865,19-06-2026,BIL/ONL/300000000865/ACL,,462548.50,335863275.88,S43324269,ICICI
TXN00000866,18/08/26,UPI-GWALIOR ELECTRICALS LLP-GWALIORELE@PAYTM-4841601171,,347649.99,336210925.87,5700393123,HDFC
TXN00000867,29-08-2026,NEFT/ICICR52023081539/GUNTUR AGRO EXPORTS PRIVATE LIMITED,,409818.99,336620744.86,S48809347,ICICI
TXN00000868,13/08/26,NEFT-HDFC0009812-ERNAKULAMAGROEXPORTSPRIVATELIMITED-3215289244,,15813.99,336636558.85,3367183914,HDFC
TXN00000869,28/07/26,IMPS-7986151280-BHAVNAGAR TRADERS INDIA PRIVATE LIMITED-UTIB,,143343.00,336779901.85,7186241692,HDFC
TXN00000870,13-08-2026,UPI/300000000870/Payment from/trichymedi@okhdfcbank/UTIB,,266668.50,337046570.35,S61202708,ICICI
TXN00000871,15-07-2026,RTGS/ICICR52023994354/SURAT HANDIC,,365257.00,337411827.35,S79077540,ICICI
TXN00000872,20-07-2026,UPI/5878596419/KML/kolhapurme@okhdfcbank,,137265.00,337549092.35,S46771858,ICICI
TXN00000873,13-08-2026,UPI/300000000873/RCP/raipurcons@paytm,,474447.75,338023540.10,S55622852,ICICI
TXN00000874,14-08-2026,BIL/ONL/300000000874/KHL,,468907.00,338492447.10,S61171904,ICICI
TXN00000875,21-08-2026,RTGS/ICICR52024117154/RAIPUR CASTINGS LLP,,69580.99,338562028.09,S35063557,ICICI
TXN00000876,08-07-2026,NEFT/ICICR52023994727/BHOPAL BEARINGS LIMITED,,92702.00,338654730.09,S33740098,ICICI
TXN00000877,13-06-2026,UPI/300000000877/EFA/ernakulamf@okhdfcbank,,372794.00,339027524.09,S85004808,ICICI
TXN00000878,11-06-2026,RTGS/ICICR52024560911/BHOPAL HOSPITALITY PVT LTD,,103699.99,339131224.08,S20219296,ICICI
TXN00000879,22-06-2026,NEFT-ICICR52024560667-CALICUT HOSPITALITY,,383964.00,339515188.08,S45531069,ICICI
TXN00000880,10/07/26,UPI-UDAIPURHOSPITALITYPVTLTD-UDAIPURHOS@PAYTM-9375287707,,270513.00,339785701.08,7301679332,HDFC
TXN00000881,26/06/26,ACH C-NARMADA SOFTWARE SERVICES PRIVATE LIMITED-300000000881,,77358.99,339863060.07,8148964691,HDFC
TXN00000882,23/06/26,ACH C-MANGALORE AUTO COMPO-9644118134/ ,,337338.75,340200398.82,1834778099,HDFC
TXN00000883,01-07-2026,UPI/1050746336/HPA/haldiaplas@okhdfcbank,,320228.99,340520627.81,S79013223,ICICI
TXN00000884,26-07-2026,NEFT/ICICR52024560821/TIRUPUR ENGINEERIN,,36106.99,340556734.80,S97363788,ICICI
TXN00000885,26/08/26,ACH C-NASHIK MOTORS PRIVAT-300000000885,,478284.99,341035019.79,5556620439,HDFC
TXN00000886,29/08/26,UPI-GODAVARI CASTINGS LL-GODAVARICA@OKAXIS-300000000886,,253308.25,341288328.04,2930718638,HDFC
TXN00000887,12/08/26,NEFT-HDFC0004567-JODHPUR MOTORS PRIVATE LIMITED-300000000887,,124451.00,341412779.04,1910924450,HDFC
TXN00000888,15/06/26,IMPS-300000000888-CALICUT FORG-HDFC,,64505.00,341477284.04,8201523461,HDFC
TXN00000889,04-06-2026,MMT/IMPS/7670223899/nagpur logistics pri/HDFC,,203497.00,341680781.04,S74771844,ICICI
TXN00000890,12/08/26,ACH C-ERNAKULAM CERAMICS-300000000890,,221798.99,341902580.03,4934187019,HDFC
TXN00000891,07-07-2026,NEFT/ICICR52024560532/AMRAVATI COLD STORAGE AND COMPANY ,,195017.99,342097598.02,S59790543,ICICI
TXN00000892,14-06-2026,NEFT/ICICR52024560142/GANDHINAGAR ELECTRIC,,455821.00,342553419.02,S85389807,ICICI
TXN00000893,26-07-2026,BIL/ONL/300000000893/NSL/,,103051.50,342656470.52,S82468931,ICICI
TXN00000894,08-08-2026,NEFT-ICICR52023994922-Indorecoldstorageandcompany,,293568.25,342950038.77,S20406486,ICICI
TXN00000895,05/06/26,IMPS-6834741794-KOLHAPUR CHE-SBIN,,239273.50,343189312.27,7750140985,HDFC
TXN00000896,31-07-2026,MMT/IMPS/300000000896/TRICHY PRINTERS PVT LTD/SBIN,,73980.00,343263292.27,S20016439,ICICI
TXN00000897,24-08-2026,NEFT/ICICR52024560442/BHAVNAGAR TEXTILES P,,285064.75,343548357.02,S45478283,ICICI
TXN00000898,05-07-2026,NEFT-ICICR52024117102-NAGPUR SPINNERS LLP,,384470.00,343932827.02,S59280571,ICICI
TXN00000899,13/08/26,ACH C-JAMNAGAR FOODS PVT LTD-300000000899,,436423.00,344369250.02,8677457907,HDFC
TXN00000900,04/08/26,NEFT-HDFC0002341-AMRAVATI DIAGNOSTICS LIMITED-300000000900,,31624.00,344400874.02,5075027913,HDFC
TXN00000901,18-07-2026,RTGS/ICICR52024560182/BHAVNAGAR MOTORS PRIVATE LIMITED,,61905.25,344462779.27,S69134843,ICICI
TXN00000902,18/06/26,RTGS-HDFC0000123-AURANGABADPAPERMILLSPVTLTD-7373159809,,431343.25,344894122.52,7306408784,HDFC
TXN00000903,29/06/26,ACH C-KRISHNA ENTERPRISES INDIA PRIVATE LIMITED-300000000903,,292154.25,345186276.77,4321925889,HDFC
TXN00000904,06-06-2026,UPI/300000000904/Payment from/anantapurp@okaxis/KKBK,,136170.00,345322446.77,S30318407,ICICI
TXN00000905,23/07/26,IMPS-300000000905-HUBLI HOSPITALITY PVT LTD-KKBK,,278841.00,345601287.77,6054647130,HDFC
TXN00000906,21/08/26,UPI-RAIPURTRADERSINDIAPRIVATELIMITED-RAIPURTRAD@IBL-9276453454,,120459.50,345721747.27,2705385024,HDFC
TXN00000907,04-06-2026,UPI/4137988451/CHP/coimbatore@ybl,,296997.00,346018744.27,S62063088,ICICI
TXN00000908,03-06-2026,NEFT-ICICR52024560834-BHAVNAGAR REFRACTORIES LIMITED,,316111.75,346334856.02,S45976961,ICICI
TXN00000909,27/08/26,NEFT-HDFC0000123-MYSORE PHARMACEUTICALS INDIA PRIVATE LIMITED-5131668045,,494091.00,346828947.02,5771682016,HDFC
TXN00000910,25-06-2026,NEFT-ICICR52023081883-Coimbatore Transport  And Company,,453368.75,347282315.77,S72236168,ICICI
TXN00000911,18/07/26,UPI-KRISHNA FORGINGS LIMITED-KRISHNAFOR@OKAXIS-300000000911,,289748.00,347572063.77,1052419297,HDFC
TXN00000912,16-06-2026,RTGS/ICICR52023081173/MYSORE ENGIN,,471423.25,348043487.02,S22588985,ICICI
TXN00000913,16-07-2026,NEFT/ICICR52023994497/UDAIPUR SPINNERS,,117067.75,348160554.77,S75349641,ICICI
TXN00000914,04-06-2026,UPI/300000000914/Payment from/kolhapurch@okhdfcbank/AXIS/,,494129.25,348654684.02,S74287873,ICICI
TXN00000915,27/08/26,ACH C-JAMNAGAR MEDIA PVT LTD-1966489211,,141014.75,348795698.77,5970031084,HDFC
TXN00000916,23/06/26,IMPS-300000000916-GODAVARI PLASTIC-HDFC,,5220.00,348800918.77,3500156103,HDFC
TXN00000917,15/08/26,NEFT-HDFC0000123-MADURAI CERAMICS PVT LTD-300000000917,,98921.75,348899840.52,9614066292,HDFC
TXN00000918,25/07/26,UPI-PANIPAT CERA-PANIPATCER@PAYTM-300000000918-PAYMENT FROM PCP,,284647.25,349184487.77,7627264996,HDFC
TXN00000919,24-06-2026,MMT/IMPS/4789472538/GODAVARI INDUSTRIES INDIA PVT/SBIN,,450424.25,349634912.02,S44337526,ICICI
TXN00000920,30/08/26,RTGS-HDFC0004567-JABALPUR METALS LIMITED-1026281791,,243937.00,349878849.02,1734082043,HDFC
TXN00000921,18/06/26,NEFT-HDFC0004567-GWALIOR BEARINGS LIMITED-7455906622,,476479.25,350355328.27,9077650488,HDFC
TXN00000922,29/08/26,IMPS-4939205929-KOLHAPUR CERAMICS-KKBK,,394019.50,350749347.77,7794142030,HDFC
TXN00000923,06-08-2026,MMT/IMPS/300000000923/Tirupur Auto Components Pvt Ltd/HDFC,,91375.99,350840723.76,S49533233,ICICI
TXN00000924,30/06/26,IMPS-4140232139-KAKINADA GARMENTS-SBIN,,67826.75,350908550.51,4011204942,HDFC
TXN00000925,22/08/26,UPI-MEERUT FORGINGS-MEERUTFORG@OKHDFCBANK-1641099892,,67339.75,350975890.26,4761577540,HDFC
TXN00000926,25/06/26,ACH C-DEHRADUN GARMENTS-300000000926,,196523.75,351172414.01,7268929405,HDFC
TXN00000927,15/06/26,NEFT-HDFC0000123-HOSUR ENTERPRISES INDIA PRIVATE LIMITED-5680049096,,474481.25,351646895.26,3280137701,HDFC
TXN00000928,05-06-2026,MMT/IMPS/300000000928/BHOPAL CASTINGS LLP/AXIS,,495986.99,352142882.25,S64473983,ICICI
TXN00000929,25/07/26,IMPS-300000000929-KANPUR HOSPITALITY-HDFC,,464889.00,352607771.25,6389048873,HDFC
TXN00000930,27-07-2026,NEFT-ICICR52023994762-MANGALORE INFRAPROJECTS AND COMPANY,,19967.50,352627738.75,S27377943,ICICI
TXN00000931,19/06/26,RTGS-HDFC0009812-SILIGURI ENGINEE-8468278040,,89574.50,352717313.25,9758687253,HDFC
TXN00000932,29-08-2026,NEFT-ICICR52024117673-Narmada Media Pv,,259469.25,352976782.50,S47813626,ICICI
TXN00000933,19-07-2026,BIL/ONL/300000000933/UGP,,242661.00,353219443.50,S99719331,ICICI
