invoice_id,customer_name,invoice_date,due_date,amount,tds_applicable,tds_section,status
INV-2026-001387,PANIPAT CERAMICS PVT LTD,2026-07-23,2026-08-22,284647.25,false,,paid
INV-2026-001388,GODAVARI INDUSTRIES INDIA PRIVATE LIMITED,2026-06-24,2026-07-24,450424.25,false,,paid
INV-2026-001389,JABALPUR METALS LIMITED,2026-08-28,2026-09-27,243937.00,false,,paid
INV-2026-001390,GWALIOR BEARINGS LIMITED,2026-06-16,2026-07-16,476479.25,false,,paid
INV-2026-001391,KOLHAPUR CERAMICS PVT LTD,2026-08-28,2026-09-27,394019.50,false,,paid
INV-2026-001392,TIRUPUR AUTO COMPONENTS PVT LTD,2026-08-05,2026-09-04,91375.99,false,,paid
INV-2026-001393,KAKINADA GARMENTS PRIVATE LIMITED,2026-06-30,2026-07-30,67826.75,false,,paid
INV-2026-001394,MEERUT FORGINGS LIMITED,2026-08-20,2026-09-19,67339.75,false,,paid
INV-2026-001395,DEHRADUN GARMENTS PRIVATE LIMITED,2026-06-25,2026-07-25,196523.75,false,,paid
INV-2026-001396,HOSUR ENTERPRISES INDIA PRIVATE LIMITED,2026-06-13,2026-07-13,474481.25,false,,paid
INV-2026-001397,BHOPAL CASTINGS LLP,2026-06-04,2026-07-04,495986.99,false,,paid
INV-2026-001398,KANPUR HOSPITALITY PVT LTD,2026-07-24,2026-08-23,464889.00,false,,paid
INV-2026-001399,MANGALORE INFRAPROJECTS AND COMPANY,2026-07-26,2026-08-25,19967.50,false,,paid
INV-2026-001400,SILIGURI ENGINEERING PVT LTD,2026-06-18,2026-07-18,89574.50,false,,paid
INV-2026-001401,NARMADA MEDIA PVT LTD,2026-08-27,2026-09-26,259469.25,false,,paid
INV-2026-001402,UDAIPUR GARMENTS PRIVATE LIMITED,2026-07-17,2026-08-16,242661.00,false,,paid
INV-2026-001403,KAKINADA CABLES PRIVATE LIMITED,2026-06-04,2026-07-04,262886.50,false,,paid
INV-2026-001404,NAGPUR TRADERS INDIA PRIVATE LIMITED,2026-07-13,2026-08-12,405796.75,false,,paid
INV-2026-001405,GWALIOR TEXTILES PVT LTD,2026-08-29,2026-09-28,12600.25,false,,paid
INV-2026-001406,CHENNAI ELECTRICALS LLP,2026-07-01,2026-07-31,60161.99,false,,paid
INV-2026-001407,KAKINADA SOFTWARE SERVICES PRIVATE LIMITED,2026-07-02,2026-08-01,306933.00,false,,paid
INV-2026-001408,KAKINADA ENGINEERING PVT LTD,2026-06-16,2026-07-16,339489.75,false,,paid
INV-2026-001409,INDORE CHEMICALS INDIA PRIVATE LIMITED,2026-07-29,2026-08-28,467186.25,false,,paid
INV-2026-001410,JABALPUR COLD STORAGE AND COMPANY,2026-07-26,2026-08-25,70235.25,false,,paid
INV-2026-001411,GODAVARI METALS LIMITED,2026-08-24,2026-09-23,341303.25,false,,paid
INV-2026-001412,CUTTACK LOGISTICS PRIVATE LIMITED,2026-06-16,2026-07-16,301765.75,false,,paid
INV-2026-001413,KRISHNA PHARMACEUTICALS INDIA PRIVATE LIMITED,2026-08-13,2026-09-12,339100.00,false,,paid
INV-2026-001414,AMRAVATI BEARINGS LIMITED,2026-07-31,2026-08-30,151643.00,false,,paid
INV-2026-001415,JODHPUR COLD STORAGE AND COMPANY,2026-08-17,2026-09-16,99271.50,false,,paid
INV-2026-001416,MEERUT CASTINGS LLP,2026-08-20,2026-09-19,417156.99,false,,paid
INV-2026-001417,AMRAVATI REFRACTORIES LIMITED,2026-08-17,2026-09-16,333786.00,false,,paid
INV-2026-001418,COIMBATORE POLYMERS PRIVATE LIMITED,2026-06-07,2026-07-07,195820.75,false,,paid
INV-2026-001419,AMRAVATI ELECTRICALS LLP,2026-07-11,2026-08-10,255576.75,false,,paid
INV-2026-001420,CUTTACK PAPER MILLS PVT LTD,2026-07-31,2026-08-30,300321.99,false,,paid
INV-2026-001421,BELGAUM MOTORS PRIVATE LIMITED,2026-08-26,2026-09-25,41628.25,false,,paid
INV-2026-001422,AMRAVATI TEXTILES PVT LTD,2026-07-26,2026-08-25,133970.00,false,,paid
INV-2026-001423,JABALPUR MOTORS PRIVATE LIMITED,2026-08-22,2026-09-21,279910.25,false,,paid
INV-2026-001424,JABALPUR INDUSTRIES INDIA PRIVATE LIMITED,2026-08-13,2026-09-12,178795.75,false,,paid
INV-2026-001425,MEERUT FERTILISERS PRIVATE LIMITED,2026-08-14,2026-09-13,381151.99,false,,paid
INV-2026-001426,JALANDHAR INDUSTRIES INDIA PRIVATE LIMITED,2026-06-07,2026-07-07,4611.75,false,,paid
INV-2026-001427,SURAT ELECTRICALS LLP,2026-07-24,2026-08-23,494353.00,false,,paid
INV-2026-001428,NARMADA PRINTERS PVT LTD,2026-08-12,2026-09-11,203438.00,false,,paid
INV-2026-001429,NAGPUR POLYMERS PRIVATE LIMITED,2026-07-18,2026-08-17,5171.00,false,,paid
INV-2026-001430,TRICHY CONTAINERS PVT LTD,2026-08-24,2026-09-23,148688.50,false,,paid
INV-2026-001431,KRISHNA CHEMICALS INDIA PRIVATE LIMITED,2026-08-17,2026-09-16,129234.99,false,,paid
INV-2026-001432,CHANDRAPUR PHARMACEUTICALS INDIA PRIVATE LIMITED,2026-06-07,2026-07-07,77600.00,false,,paid
INV-2026-001433,INDORE POLYMERS PRIVATE LIMITED,2026-08-28,2026-09-27,68679.00,false,,paid
INV-2026-001434,ANANTAPUR SPINNERS LLP,2026-06-06,2026-07-06,129153.00,false,,paid
INV-2026-001435,NARMADA INDUSTRIES INDIA PRIVATE LIMITED,2026-07-13,2026-08-12,453866.50,false,,paid
INV-2026-001436,MYSORE LOGISTICS PRIVATE LIMITED,2026-07-20,2026-08-19,172576.50,false,,paid
INV-2026-001437,HOSUR POLYMERS PRIVATE LIMITED,2026-06-14,2026-07-14,110005.75,false,,paid
INV-2026-001438,HALDIA HOSPITALITY PVT LTD,2026-06-07,2026-07-07,395926.25,false,,paid
INV-2026-001439,UDAIPUR GARMENTS PRIVATE LIMITED,2026-06-21,2026-07-21,25605.00,false,,paid
INV-2026-001440,KOLHAPUR ENTERPRISES INDIA PRIVATE LIMITED,2026-06-27,2026-07-27,57521.00,false,,paid
INV-2026-001441,LUDHIANA CONSTRUCTIONS PRIVATE LIMITED,2026-07-11,2026-08-10,320795.00,false,,paid
INV-2026-001442,BELGAUM GARMENTS PRIVATE LIMITED,2026-08-14,2026-09-13,497263.99,false,,paid
INV-2026-001443,MADURAI SOFTWARE SERVICES PRIVATE LIMITED,2026-08-03,2026-09-02,334479.75,false,,paid
INV-2026-001444,SOLAPUR METALS LIMITED,2026-06-24,2026-07-24,489182.00,false,,paid
INV-2026-001445,MADURAI CASTINGS LLP,2026-08-13,2026-09-12,99370.50,false,,paid
INV-2026-001446,MEERUT DISTRIBUTORS PRIVATE LIMITED,2026-07-29,2026-08-28,481421.00,false,,paid
INV-2026-001447,KRISHNA MEDIA PVT LTD,2026-06-15,2026-07-15,167901.75,false,,paid
INV-2026-001448,HALDIA CONTAINERS PVT LTD,2026-08-26,2026-09-25,93352.50,false,,paid
INV-2026-001449,KRISHNA MOTORS PRIVATE LIMITED,2026-06-02,2026-07-02,305145.00,false,,paid
INV-2026-001450,HUBLI REFRACTORIES LIMITED,2026-06-27,2026-07-27,333745.75,false,,paid
INV-2026-001451,GUNTUR SOFTWARE SERVICES PRIVATE LIMITED,2026-06-19,2026-07-19,285550.00,false,,paid
INV-2026-001452,CUTTACK SPINNERS LLP,2026-07-30,2026-08-29,229532.00,false,,paid
INV-2026-001453,MEERUT CONTAINERS PVT LTD,2026-06-13,2026-07-13,290000.00,false,,paid
INV-2026-001454,NASHIK ENTERPRISES INDIA PRIVATE LIMITED,2026-08-24,2026-09-23,156227.25,false,,paid
INV-2026-001455,NASHIK FERTILISERS PRIVATE LIMITED,2026-08-26,2026-09-25,71026.99,false,,paid
INV-2026-001456,NASHIK ENGINEERING PVT LTD,2026-06-16,2026-07-16,163944.99,false,,paid
INV-2026-001457,CHANDRAPUR ENTERPRISES INDIA PRIVATE LIMITED,2026-08-08,2026-09-07,321724.00,false,,paid
INV-2026-001458,KRISHNA CASTINGS LLP,2026-08-18,2026-09-17,320506.25,false,,paid
INV-2026-001459,AMRAVATI DISTRIBUTORS PRIVATE LIMITED,2026-06-21,2026-07-21,183365.00,false,,paid
INV-2026-001460,KANPUR CHEMICALS INDIA PRIVATE LIMITED,2026-07-16,2026-08-15,373131.00,false,,paid
INV-2026-001461,NASHIK PACKAGING LLP,2026-06-30,2026-07-30,229667.00,false,,paid
INV-2026-001462,DEHRADUN MOTORS PRIVATE LIMITED,2026-07-10,2026-08-09,228569.25,false,,paid
INV-2026-001463,KAKINADA BEARINGS LIMITED,2026-08-29,2026-09-28,251017.00,false,,paid
INV-2026-001464,DEHRADUN METALS LIMITED,2026-08-19,2026-09-18,404871.00,false,,paid
INV-2026-001465,NAGPUR METALS LIMITED,2026-06-20,2026-07-20,431916.75,false,,paid
INV-2026-001466,KRISHNA ENTERPRISES INDIA PRIVATE LIMITED,2026-07-14,2026-08-13,297487.00,false,,paid
INV-2026-001467,HUBLI METALS LIMITED,2026-06-09,2026-07-09,310469.00,false,,paid
INV-2026-001468,HOSUR PHARMACEUTICALS INDIA PRIVATE LIMITED,2026-08-05,2026-09-04,145598.00,false,,paid
INV-2026-001469,RAIPUR INDUSTRIES INDIA PRIVATE LIMITED,2026-08-24,2026-09-23,318156.00,false,,paid
INV-2026-001470,GWALIOR ENTERPRISES INDIA PRIVATE LIMITED,2026-06-29,2026-07-29,273673.00,false,,paid
INV-2026-001471,AMRAVATI AUTO COMPONENTS PVT LTD,2026-08-26,2026-09-25,112596.00,false,,paid
INV-2026-001472,MEERUT AUTO COMPONENTS PVT LTD,2026-07-26,2026-08-25,443850.00,false,,paid
INV-2026-001473,HUBLI SOFTWARE SERVICES PRIVATE LIMITED,2026-06-16,2026-07-16,196224.75,false,,paid
INV-2026-001474,TIRUPUR CONSTRUCTIONS PRIVATE LIMITED,2026-07-18,2026-08-17,488129.50,false,,paid
INV-2026-001475,LUDHIANA COLD STORAGE AND COMPANY,2026-07-01,2026-07-31,5149.00,false,,paid
INV-2026-001476,KAKINADA ENTERPRISES INDIA PRIVATE LIMITED,2026-06-01,2026-07-01,119082.00,false,,paid
INV-2026-001477,TRICHY DIAGNOSTICS LIMITED,2026-06-19,2026-07-19,409315.75,false,,paid
INV-2026-001478,KOLHAPUR SPINNERS LLP,2026-06-22,2026-07-22,351535.00,false,,paid
INV-2026-001479,GWALIOR INFRAPROJECTS AND COMPANY,2026-06-12,2026-07-12,162750.25,false,,paid
INV-2026-001480,BHILAI PAPER MILLS PVT LTD,2026-07-30,2026-08-29,437871.99,false,,paid
INV-2026-001481,CHENNAI TRANSPORT AND COMPANY,2026-06-28,2026-07-28,66437.25,false,,paid
INV-2026-001482,GWALIOR BEARINGS LIMITED,2026-08-01,2026-08-31,417496.00,false,,paid
INV-2026-001483,RAJKOT INFRAPROJECTS AND COMPANY,2026-08-05,2026-09-04,423459.99,false,,paid
INV-2026-001484,KRISHNA ENGINEERING PVT LTD,2026-08-15,2026-09-14,425186.50,false,,paid
INV-2026-001485,ANANTAPUR SOFTWARE SERVICES PRIVATE LIMITED,2026-08-08,2026-09-07,59807.00,false,,paid
INV-2026-001486,ERNAKULAM REFRACTORIES LIMITED,2026-06-22,2026-07-22,475272.00,false,,paid
INV-2026-001487,NASHIK LOGISTICS PRIVATE LIMITED,2026-08-06,2026-09-05,273576.00,false,,paid
INV-2026-001488,TIRUPUR AGRO EXPORTS PRIVATE LIMITED,2026-06-02,2026-07-02,43965.50,false,,paid
INV-2026-001489,MADURAI MOTORS PRIVATE LIMITED,2026-08-07,2026-09-06,16563.00,false,,paid
INV-2026-001490,NARMADA PLASTICS AND COMPANY,2026-08-24,2026-09-23,417770.25,false,,paid
INV-2026-001491,SALEM FOODS PVT LTD,2026-08-04,2026-09-03,345453.00,false,,paid
INV-2026-001492,RAIPUR ELECTRICALS LLP,2026-06-02,2026-07-02,307442.00,false,,paid
INV-2026-001493,AURANGABAD COLD STORAGE AND COMPANY,2026-06-08,2026-07-08,149586.00,false,,paid
INV-2026-001494,JODHPUR CABLES PRIVATE LIMITED,2026-07-22,2026-08-21,378814.25,false,,paid
INV-2026-001495,GUNTUR CASTINGS LLP,2026-07-19,2026-08-18,452293.50,false,,paid
INV-2026-001496,SILIGURI PLASTICS AND COMPANY,2026-08-16,2026-09-15,84051.25,false,,paid
INV-2026-001497,LUDHIANA SPINNERS LLP,2026-07-12,2026-08-11,366202.50,false,,paid
INV-2026-001498,AMRAVATI BEARINGS LIMITED,2026-06-28,2026-07-28,71972.50,false,,paid
INV-2026-001499,KRISHNA ELECTRICALS LLP,2026-06-28,2026-07-28,167193.99,false,,paid
INV-2026-001500,SOLAPUR LOGISTICS PRIVATE LIMITED,2026-07-15,2026-08-14,168720.99,false,,paid
INV-2026-001501,BHOPAL CERAMICS PVT LTD,2026-07-20,2026-08-19,414577.00,false,,paid
INV-2026-001502,HOSUR PACKAGING LLP,2026-07-31,2026-08-30,149879.99,false,,paid
INV-2026-001503,HOSUR DIAGNOSTICS LIMITED,2026-07-04,2026-08-03,70856.00,false,,paid
INV-2026-001504,BELGAUM FABRICATORS AND COMPANY,2026-08-28,2026-09-27,11318.00,false,,paid
INV-2026-001505,CALICUT FABRICATORS AND COMPANY,2026-08-09,2026-09-08,394558.00,false,,paid
INV-2026-001506,CHENNAI GARMENTS PRIVATE LIMITED,2026-07-04,2026-08-03,152840.00,false,,paid
INV-2026-001507,MYSORE INDUSTRIES INDIA PRIVATE LIMITED,2026-06-08,2026-07-08,343254.00,false,,paid
INV-2026-001508,BELGAUM BEARINGS LIMITED,2026-07-02,2026-08-01,51216.50,false,,paid
INV-2026-001509,KANPUR TRANSPORT AND COMPANY,2026-08-05,2026-09-04,22630.75,false,,paid
INV-2026-001510,JALANDHAR DIAGNOSTICS LIMITED,2026-07-29,2026-08-28,438379.00,false,,paid
INV-2026-001511,CHENNAI DIAGNOSTICS LIMITED,2026-07-05,2026-08-04,113550.25,false,,paid
INV-2026-001512,CUTTACK HANDICRAFTS LLP,2026-07-31,2026-08-30,484891.00,false,,paid
INV-2026-001513,HALDIA INDUSTRIES INDIA PRIVATE LIMITED,2026-06-14,2026-07-14,20427.00,false,,paid
INV-2026-001514,SURAT ELECTRICALS LLP,2026-08-01,2026-08-31,217858.00,false,,paid
INV-2026-001515,SALEM AUTO COMPONENTS PVT LTD,2026-06-12,2026-07-12,345640.25,false,,paid
INV-2026-001516,HOSUR CASTINGS LLP,2026-08-20,2026-09-19,319730.75,false,,paid
INV-2026-001517,HUBLI AGRO EXPORTS PRIVATE LIMITED,2026-07-26,2026-08-25,168017.00,false,,paid
INV-2026-001518,AMRAVATI TEXTILES PVT LTD,2026-07-19,2026-08-18,288594.25,false,,paid
INV-2026-001519,KOLHAPUR BEARINGS LIMITED,2026-08-20,2026-09-19,395772.75,false,,paid
INV-2026-001520,JALANDHAR INFRAPROJECTS AND COMPANY,2026-07-02,2026-08-01,136273.50,false,,paid
INV-2026-001521,BHAVNAGAR CONSTRUCTIONS PRIVATE LIMITED,2026-08-06,2026-09-05,488361.00,false,,paid
INV-2026-001522,GWALIOR INFRAPROJECTS AND COMPANY,2026-07-01,2026-07-31,107668.00,false,,paid
INV-2026-001523,BHAVNAGAR SOFTWARE SERVICES PRIVATE LIMITED,2026-06-18,2026-07-18,31702.25,false,,paid
INV-2026-001524,VARANASI CONSTRUCTIONS PRIVATE LIMITED,2026-06-19,2026-07-19,467974.50,false,,paid
INV-2026-001525,AMRAVATI FOODS PVT LTD,2026-06-21,2026-07-21,155486.00,false,,paid
INV-2026-001526,BHILAI REFRACTORIES LIMITED,2026-06-08,2026-07-08,464140.00,false,,paid
INV-2026-001527,COIMBATORE DIAGNOSTICS LIMITED,2026-08-12,2026-09-11,474998.00,false,,paid
INV-2026-001528,HALDIA HOSPITALITY PVT LTD,2026-07-10,2026-08-09,381321.00,false,,paid
INV-2026-001529,NAGPUR POLYMERS PRIVATE LIMITED,2026-08-20,2026-09-19,390819.99,false,,paid
INV-2026-001530,MEERUT CONSTRUCTIONS PRIVATE LIMITED,2026-07-28,2026-08-27,97087.50,false,,paid
INV-2026-001531,RAIPUR FORGINGS LIMITED,2026-07-31,2026-08-30,327917.00,false,,paid
INV-2026-001532,GODAVARI AUTO COMPONENTS PVT LTD,2026-06-27,2026-07-27,454034.00,false,,paid
INV-2026-001533,NARMADA PLASTICS AND COMPANY,2026-06-21,2026-07-21,394850.00,false,,paid
INV-2026-001534,KAKINADA COLD STORAGE AND COMPANY,2026-07-02,2026-08-01,77940.50,false,,paid
INV-2026-001535,HOSUR PAPER MILLS PVT LTD,2026-06-03,2026-07-03,213416.00,false,,paid
INV-2026-001536,GANDHINAGAR SPINNERS LLP,2026-08-07,2026-09-06,321497.75,false,,paid
INV-2026-001537,BHAVNAGAR INFRAPROJECTS AND COMPANY,2026-06-05,2026-07-05,424408.00,false,,paid
INV-2026-001538,SURAT DISTRIBUTORS PRIVATE LIMITED,2026-07-20,2026-08-19,331480.99,false,,paid
INV-2026-001539,CUTTACK FOODS PVT LTD,2026-06-22,2026-07-22,178050.25,false,,paid
INV-2026-001540,BHILAI PAPER MILLS PVT LTD,2026-06-14,2026-07-14,496710.50,false,,paid
INV-2026-001541,GUNTUR ENGINEERING PVT LTD,2026-06-06,2026-07-06,440091.00,false,,paid
INV-2026-001542,CHENNAI TEXTILES PVT LTD,2026-06-18,2026-07-18,419592.99,false,,paid
INV-2026-001543,RAJKOT AGRO EXPORTS PRIVATE LIMITED,2026-08-27,2026-09-26,232989.75,false,,paid
INV-2026-001544,SALEM CHEMICALS INDIA PRIVATE LIMITED,2026-06-10,2026-07-10,77122.50,false,,paid
INV-2026-001545,KOLHAPUR INFRAPROJECTS AND COMPANY,2026-08-09,2026-09-08,72803.00,false,,paid
INV-2026-001546,HALDIA ELECTRICALS LLP,2026-07-17,2026-08-16,250703.75,false,,paid
INV-2026-001547,SURAT CABLES PRIVATE LIMITED,2026-08-03,2026-09-02,400011.00,false,,paid
INV-2026-001548,CALICUT AGRO EXPORTS PRIVATE LIMITED,2026-06-10,2026-07-10,287265.99,false,,paid
INV-2026-001549,JABALPUR MEDIA PVT LTD,2026-07-20,2026-08-19,85293.00,false,,paid
INV-2026-001550,ANANTAPUR FABRICATORS AND COMPANY,2026-06-08,2026-07-08,242535.00,false,,paid
INV-2026-001551,CUTTACK MOTORS PRIVATE LIMITED,2026-06-24,2026-07-24,278912.00,false,,paid
INV-2026-001552,CALICUT INDUSTRIES INDIA PRIVATE LIMITED,2026-06-24,2026-07-24,469452.50,false,,paid
INV-2026-001553,JALANDHAR ENTERPRISES INDIA PRIVATE LIMITED,2026-06-18,2026-07-18,219926.75,false,,paid
INV-2026-001554,CHENNAI AUTO COMPONENTS PVT LTD,2026-07-13,2026-08-12,31164.75,false,,paid
INV-2026-001555,KRISHNA HANDICRAFTS LLP,2026-07-25,2026-08-24,448613.50,false,,paid
INV-2026-001556,KRISHNA AUTO COMPONENTS PVT LTD,2026-06-04,2026-07-04,370341.99,false,,paid
INV-2026-001557,BHILAI DISTRIBUTORS PRIVATE LIMITED,2026-06-10,2026-07-10,56793.99,false,,paid
INV-2026-001558,HALDIA COLD STORAGE AND COMPANY,2026-07-25,2026-08-24,93128.00,false,,paid
INV-2026-001559,BELGAUM CASTINGS LLP,2026-06-04,2026-07-04,222408.25,false,,paid
INV-2026-001560,KOLHAPUR REFRACTORIES LIMITED,2026-06-24,2026-07-24,104958.00,false,,paid
INV-2026-001561,CUTTACK FABRICATORS AND COMPANY,2026-07-21,2026-08-20,296080.00,false,,paid
INV-2026-001562,KAKINADA MOTORS PRIVATE LIMITED,2026-06-21,2026-07-21,452505.00,false,,paid
INV-2026-001563,SOLAPUR COLD STORAGE AND COMPANY,2026-08-22,2026-09-21,88138.25,false,,paid
INV-2026-001564,NASHIK ELECTRICALS LLP,2026-07-23,2026-08-22,260607.00,false,,paid
INV-2026-001565,SURAT CHEMICALS INDIA PRIVATE LIMITED,2026-08-19,2026-09-18,427690.00,false,,paid
INV-2026-001566,GWALIOR ELECTRICALS LLP,2026-06-20,2026-07-20,36250.00,false,,paid
INV-2026-001567,KOLHAPUR PAPER MILLS PVT LTD,2026-08-10,2026-09-09,265395.99,false,,paid
INV-2026-001568,BHOPAL DIAGNOSTICS LIMITED,2026-07-05,2026-08-04,67230.99,false,,paid
INV-2026-001569,JABALPUR HOSPITALITY PVT LTD,2026-07-18,2026-08-17,162999.25,false,,paid
INV-2026-001570,BELGAUM SOFTWARE SERVICES PRIVATE LIMITED,2026-06-13,2026-07-13,369569.00,false,,paid
INV-2026-001571,INDORE TRADERS INDIA PRIVATE LIMITED,2026-06-30,2026-07-30,424966.99,false,,paid
INV-2026-001572,AMRAVATI HANDICRAFTS LLP,2026-07-05,2026-08-04,167616.00,false,,paid
INV-2026-001573,SOLAPUR AUTO COMPONENTS PVT LTD,2026-06-12,2026-07-12,69834.00,false,,paid
INV-2026-001574,AURANGABAD CASTINGS LLP,2026-08-21,2026-09-20,227189.50,false,,paid
INV-2026-001575,VARANASI CHEMICALS INDIA PRIVATE LIMITED,2026-06-08,2026-07-08,228169.00,false,,paid
INV-2026-001576,NARMADA REFRACTORIES LIMITED,2026-07-21,2026-08-20,267293.00,false,,paid
INV-2026-001577,SOLAPUR HANDICRAFTS LLP,2026-06-14,2026-07-14,184691.00,false,,paid
INV-2026-001578,SURAT CABLES PRIVATE LIMITED,2026-06-02,2026-07-02,95518.75,false,,paid
INV-2026-001579,BHOPAL SOFTWARE SERVICES PRIVATE LIMITED,2026-06-01,2026-07-01,215910.50,false,,paid
INV-2026-001580,CUTTACK CONTAINERS PVT LTD,2026-06-26,2026-07-26,129770.00,false,,paid
INV-2026-001581,GODAVARI FERTILISERS PRIVATE LIMITED,2026-07-22,2026-08-21,210701.00,false,,paid
INV-2026-001582,HUBLI MOTORS PRIVATE LIMITED,2026-07-25,2026-08-24,48254.50,false,,paid
INV-2026-001583,CALICUT AUTO COMPONENTS PVT LTD,2026-06-13,2026-07-13,493144.00,false,,paid
INV-2026-001584,SURAT PLASTICS AND COMPANY,2026-06-05,2026-07-05,482603.99,false,,paid
INV-2026-001585,BHAVNAGAR FOODS PVT LTD,2026-08-03,2026-09-02,439248.99,false,,paid
INV-2026-001586,GUNTUR MOTORS PRIVATE LIMITED,2026-07-13,2026-08-12,225605.99,false,,paid
INV-2026-001587,MYSORE CONTAINERS PVT LTD,2026-06-26,2026-07-26,246162.00,false,,paid
INV-2026-001588,DEHRADUN AGRO EXPORTS PRIVATE LIMITED,2026-08-15,2026-09-14,169446.99,false,,paid
INV-2026-001589,CUTTACK ENTERPRISES INDIA PRIVATE LIMITED,2026-08-06,2026-09-05,239871.25,false,,paid
INV-2026-001590,KANPUR ENGINEERING PVT LTD,2026-06-09,2026-07-09,485765.99,false,,paid
INV-2026-001591,PANIPAT PLASTICS AND COMPANY,2026-07-13,2026-08-12,272069.00,false,,paid
INV-2026-001592,KRISHNA ELECTRICALS LLP,2026-06-28,2026-07-28,267965.00,false,,paid
INV-2026-001593,TIRUPUR METALS LIMITED,2026-07-06,2026-08-05,302274.75,false,,paid
INV-2026-001594,MEERUT POLYMERS PRIVATE LIMITED,2026-08-29,2026-09-28,427354.00,false,,paid
INV-2026-001595,SILIGURI REFRACTORIES LIMITED,2026-08-29,2026-09-28,295143.50,false,,paid
INV-2026-001596,SALEM TRADERS INDIA PRIVATE LIMITED,2026-08-26,2026-09-25,323809.00,false,,paid
INV-2026-001597,LUDHIANA DIAGNOSTICS LIMITED,2026-07-22,2026-08-21,138580.00,false,,paid
INV-2026-001598,JABALPUR AGRO EXPORTS PRIVATE LIMITED,2026-08-16,2026-09-15,15042.50,false,,paid
INV-2026-001599,RAJKOT INDUSTRIES INDIA PRIVATE LIMITED,2026-06-19,2026-07-19,29470.75,false,,paid
INV-2026-001600,KAKINADA AGRO EXPORTS PRIVATE LIMITED,2026-06-07,2026-07-07,305033.99,false,,paid
INV-2026-001601,TRICHY TRADERS INDIA PRIVATE LIMITED,2026-07-23,2026-08-22,315088.00,false,,paid
INV-2026-001602,KANPUR CHEMICALS INDIA PRIVATE LIMITED,2026-07-08,2026-08-07,92149.75,false,,paid
INV-2026-001603,KAKINADA MEDIA PVT LTD,2026-08-15,2026-09-14,2144.50,false,,paid
INV-2026-001604,AURANGABAD SPINNERS LLP,2026-06-23,2026-07-23,334238.99,false,,paid
INV-2026-001605,BHAVNAGAR CHEMICALS INDIA PRIVATE LIMITED,2026-07-08,2026-08-07,94660.00,false,,paid
INV-2026-001606,KOLHAPUR COLD STORAGE AND COMPANY,2026-06-08,2026-07-08,237636.50,false,,paid
INV-2026-001607,MYSORE PRINTERS PVT LTD,2026-07-27,2026-08-26,280334.99,false,,paid
INV-2026-001608,UDAIPUR CABLES PRIVATE LIMITED,2026-07-23,2026-08-22,374450.50,false,,paid
INV-2026-001609,BHOPAL SPINNERS LLP,2026-07-03,2026-08-02,393426.00,false,,paid
INV-2026-001610,HALDIA ELECTRICALS LLP,2026-08-16,2026-09-15,320958.25,false,,paid
INV-2026-001611,DEHRADUN MEDIA PVT LTD,2026-06-23,2026-07-23,134592.25,false,,paid
INV-2026-001612,AURANGABAD HOSPITALITY PVT LTD,2026-08-29,2026-09-28,343030.75,false,,paid
INV-2026-001613,TIRUPUR CERAMICS PVT LTD,2026-08-09,2026-09-08,334220.99,false,,paid
INV-2026-001614,AURANGABAD PRINTERS PVT LTD,2026-06-30,2026-07-30,272890.00,false,,paid
INV-2026-001615,SILIGURI SOFTWARE SERVICES PRIVATE LIMITED,2026-08-08,2026-09-07,194997.50,false,,paid
INV-2026-001616,NASHIK PLASTICS AND COMPANY,2026-08-22,2026-09-21,401808.75,false,,paid
INV-2026-001617,BHAVNAGAR TRADERS INDIA PRIVATE LIMITED,2026-08-03,2026-09-02,7675.00,false,,paid
INV-2026-001618,COIMBATORE CHEMICALS INDIA PRIVATE LIMITED,2026-06-25,2026-07-25,271341.50,false,,paid
INV-2026-001619,INDORE PAPER MILLS PVT LTD,2026-07-24,2026-08-23,394107.25,false,,paid
INV-2026-001620,TRICHY AUTO COMPONENTS PVT LTD,2026-07-16,2026-08-15,361742.25,false,,paid
INV-2026-001621,RAIPUR MOTORS PRIVATE LIMITED,2026-06-01,2026-07-01,186607.25,false,,paid
INV-2026-001622,JAMNAGAR COLD STORAGE AND COMPANY,2026-06-01,2026-07-01,431575.50,false,,paid
INV-2026-001623,BHAVNAGAR CHEMICALS INDIA PRIVATE LIMITED,2026-06-04,2026-07-04,422670.25,false,,paid
INV-2026-001624,KAKINADA METALS LIMITED,2026-07-21,2026-08-20,7526.00,false,,paid
INV-2026-001625,KRISHNA TRADERS INDIA PRIVATE LIMITED,2026-07-04,2026-08-03,246588.00,false,,paid
INV-2026-001626,BHAVNAGAR PAPER MILLS PVT LTD,2026-08-28,2026-09-27,284561.99,false,,paid
INV-2026-001627,RAIPUR TRANSPORT AND COMPANY,2026-06-24,2026-07-24,210369.00,false,,paid
INV-2026-001628,JALANDHAR ENTERPRISES INDIA PRIVATE LIMITED,2026-07-17,2026-08-16,251298.00,false,,paid
INV-2026-001629,GUNTUR ENTERPRISES INDIA PRIVATE LIMITED,2026-08-13,2026-09-12,383308.00,false,,paid
INV-2026-001630,CALICUT BEARINGS LIMITED,2026-06-10,2026-07-10,393712.50,false,,paid
INV-2026-001631,DEHRADUN CONSTRUCTIONS PRIVATE LIMITED,2026-06-02,2026-07-02,228526.99,false,,paid
INV-2026-001632,KRISHNA ENGINEERING PVT LTD,2026-06-08,2026-07-08,63005.00,false,,paid
