txn_id,value_date,narration,debit,credit,balance,bank_ref,bank
TXN00000202,14/08/26,IMPS-300000000202-DHANBAD DIAGNOSTICS LIMITED-AXIS,,210581.00,66961773.12,6176599667,HDFC
TXN00000203,15-08-2026,MMT/IMPS/300000000203/SOLAPUR TRAN/ICIC,,237154.75,67198927.87,S86767350,ICICI
TXN00000204,10/07/26,RTGS-HDFC0004567-VARANASI CABLES PR-300000000204,,461050.75,67659978.62,1492424937,HDFC
TXN00000205,15/07/26,NEFT CR-HDFC0000123-TRICHY AGRO EXPORTS-UTR300000000205,,411402.00,68071380.62,2206418173,HDFC
TXN00000206,08/08/26,RTGS-HDFC0004567-LUDHIANA INFRAPROJECTS AND COMPANY-300000000206,,191553.75,68262934.37,3672660704,HDFC
TXN00000207,03-07-2026,RTGS/ICICR52024117911/jabalpur castings,,283997.75,68546932.12,S85468657,ICICI
TXN00000208,10/07/26,UPI-BHAVNAGARREFRACTORIESLIMITED-BHAVNAGARR@OKAXIS-300000000208-PAYMENT FROM BRL,,323314.00,68870246.12,9692706742,HDFC
TXN00000209,17-08-2026,UPI/300000000209/MDP/maduraidis@ybl,,429666.75,69299912.87,S45161103,ICICI
TXN00000210,22/08/26,NEFT-HDFC0009812-GODAVARI PACKAGI-300000000210,,102185.25,69402098.12,7300560012,HDFC
TXN00000211,14-08-2026,UPI/300000000211/DEP/dehradunen@apl,,476084.00,69878182.12,S23748571,ICICI
TXN00000212,16-07-2026,NEFT/ICICR52024117536/COIMBATORE INFRAPROJECTS AND COMPANY,,202011.00,70080193.12,S48762160,ICICI
TXN00000213,23/08/26,IMPS-300000000213-CUTTACK FERTILISERS PRIVATE LIMITED-SBIN,,207584.00,70287777.12,5241491572,HDFC
TXN00000214,13-08-2026,NEFT/ICICR52023081318/cuttack hospitality p ltd,,329182.00,70616959.12,S27358397,ICICI
TXN00000215,09-08-2026,NEFT-ICICR52023994130-GODAVARI PHARMACEUTICALS INDIA,,473189.00,71090148.12,S52013638,ICICI
TXN00000216,20-06-2026,RTGS/ICICR52023994121/RAIPUR CONTAINER,,183197.50,71273345.62,S48689669,ICICI
TXN00000217,12-08-2026,UPI/300000000217/Payment from/kakinadatr@paytm/HDFC,,299670.25,71573015.87,S20919098,ICICI
TXN00000218,19-07-2026,NEFT/ICICR52024117383/INDORECONSTRUCTIONSPRIVATELIMITED,,187689.00,71760704.87,S99078941,ICICI
TXN00000219,20-06-2026,BIL/ONL/300000000219/JPM,,382840.50,72143545.37,S95733892,ICICI
TXN00000220,11/07/26,ACH C-MANGALORE HOSPITALITY-300000000220,,489544.00,72633089.37,8317439978,HDFC
TXN00000221,12/07/26,UPI-JABALPUR SOFTWARE SERVICES PRIVATE LIMITED-JABALPURSO@PAYTM-7695715001-,,241809.50,72874898.87,7840907886,HDFC
TXN00000222,08-06-2026,BIL/ONL/300000000222/TML,,391087.99,73265986.86,S47399344,ICICI
TXN00000223,24/07/26,RTGS-HDFC0004567-SILIGURI SOFTWARE SERVICES PRIVATE LIMITED-3351722109,,349040.00,73615026.86,8406372198,HDFC
TXN00000224,25-06-2026,UPI/4459348687/NSS/nagpursoft@ibl,,32487.00,73647513.86,S37175048,ICICI
TXN00000225,20-06-2026,BIL/ONL/300000000225/CPP,,167278.99,73814792.85,S66121659,ICICI
TXN00000226,18-07-2026,BIL/ONL/300000000226/AFP,,87829.50,73902622.35,S91185570,ICICI
TXN00000227,20-08-2026,MMT/IMPS/3784903758/GWALIORPHARMACEUTICALSINDIAPRIVATELIMITED/UTIB,,2754.25,73905376.60,S26193037,ICICI
TXN00000228,29/07/26,UPI-MEERUT BEARINGS LIMITED-MEERUTBEAR@OKHDFCBANK-9254221695-PAYMENT FROM MBL,,495783.00,74401159.60,9925454981,HDFC
TXN00000229,12-08-2026,NEFT/ICICR52023081596/SILIGURI HOSPITALITY PVT LTD,,19724.00,74420883.60,S26460511,ICICI
TXN00000230,25-06-2026,UPI/300000000230/JPP/jamnagarpr@paytm,,400294.99,74821178.59,S44643845,ICICI
TXN00000231,08-07-2026,NEFT/ICICR52023994758/KAKINADA ELECTRI/,,244725.50,75065904.09,S30173404,ICICI
TXN00000232,06/08/26,RTGS-HDFC0009812-BHILAI METALS LIMITED-5398099278,,363712.00,75429616.09,5518568062,HDFC
TXN00000233,19/08/26,UPI-GODAVARI CHEMICALS INDIA PRIVATE LIMITED-GODAVARICH@PAYTM-5146861757-PAYMENT FROM GCI,,403506.75,75833122.84,6233569181,HDFC
TXN00000234,11/08/26,UPI-CHANDRAPUR T-CHANDRAPUR@APL-300000000234-PAYMENT FROM CTP,,399174.25,76232297.09,3873371035,HDFC
TXN00000235,21-07-2026,UPI/300000000235/Payment from/gunturelec@okaxis/AXIS,,47602.75,76279899.84,S69490459,ICICI
TXN00000236,26/06/26,UPI-JAMNAGAR AUTO COMPONENTS-JAMNAGARAU@IBL-1652293077-PAYMENT FROM JAC,,307231.99,76587131.83,9754958718,HDFC
TXN00000237,24/08/26,RTGS-HDFC0004567-SOLAPUR POLYMERS PVT-300000000237,,140342.75,76727474.58,6176663574,HDFC
TXN00000238,04-07-2026,RTGS/ICICR52024117124/GANDHINAGAR POLYMERS,,119097.99,76846572.57,S24463608,ICICI
TXN00000239,10/08/26,NEFT-HDFC0000123-ERNAKULAM CHEMICALS-7873833302,,350746.50,77197319.07,3854248558,HDFC
TXN00000240,08/08/26,ACH C-GODAVARIPACKAGINGLLP-300000000240,,167297.25,77364616.32,3000419318,HDFC
TXN00000241,08/06/26,NEFT-HDFC0009812-SILIGURI CONTAIN-300000000241,,399692.50,77764308.82,7377451416,HDFC
TXN00000242,13/08/26,NEFT CR-HDFC0000123-SILIGURI INFRAPROJECTS AND COMPANY-UTR5898647599,,124392.00,77888700.82,2844801784,HDFC
TXN00000243,23/06/26,UPI-ANANTAPURFABRICATORSANDCOMPANY-ANANTAPURF@OKAXIS-300000000243-PAYMENT FROM AFA,,321369.50,78210070.32,9067557723,HDFC
TXN00000244,25-08-2026,UPI/300000000244/REL/raipurelec@okaxis,,488920.00,78698990.32,S75536310,ICICI
TXN00000245,11-07-2026,BIL/ONL/300000000245/MTA,,260922.75,78959913.07,S31575748,ICICI
TXN00000246,06/08/26,IMPS-300000000246-HALDIA AUTO COMPON-SBIN,,446324.25,79406237.32,1150342505,HDFC
TXN00000247,21-07-2026,BIL/ONL/300000000247/TFP,,279617.75,79685855.07,S94317593,ICICI
TXN00000248,22/08/26,UPI-GODAVARI TRANSPORT AND COMPANY-GODAVARITR@OKAXIS-6481491926,,363969.00,80049824.07,5359277894,HDFC
TXN00000249,31/07/26,ACH C-DEHRADUN FABRICATORS-300000000249,,81083.00,80130907.07,3299020373,HDFC
TXN00000250,11-08-2026,UPI/300000000250/Payment from/anantapurp@okhdfcbank/HDFC,,473027.00,80603934.07,S75867275,ICICI
TXN00000251,17-07-2026,BIL/ONL/300000000251/NHP,,116226.50,80720160.57,S68634794,ICICI
TXN00000252,16/08/26,NEFT-HDFC0002341-GWALIOR ENTE-300000000252,,57996.00,80778156.57,6434511624,HDFC
TXN00000253,07-06-2026,NEFT/ICICR52024117488/Salem Cables Private Limited,,104035.75,80882192.32,S24048962,ICICI
TXN00000254,18/08/26,UPI-TIRUPUR PAPER MI-TIRUPURPAP@APL-300000000254-PAYMENT FROM TPM,,495371.25,81377563.57,2276960304,HDFC
TXN00000255,26-07-2026,RTGS/ICICR52024560611/RAIPUR ENGIN,,289984.75,81667548.32,S15785178,ICICI
TXN00000256,09/06/26,UPI-JALANDHAR MO-JALANDHARM@OKHDFCBANK-300000000256,,407223.00,82074771.32,2770042499,HDFC
TXN00000257,25-06-2026,NEFT/ICICR52024117280/SALEM CHEMICALS INDIA  PRIVATE LIMITED,,399379.25,82474150.57,S95907859,ICICI
TXN00000258,01/07/26,UPI-JODHPUR AGRO EXPORTS PRIVATE LIMITED-JODHPURAGR@IBL-4086621040,,210002.00,82684152.57,2103535703,HDFC
TXN00000259,29-06-2026,RTGS/ICICR52023994794/Ernakulam Engineerin,,302308.00,82986460.57,S68981534,ICICI
TXN00000260,07-08-2026,RTGS/ICICR52024117723/CUTTACK SPINNERS,,226968.75,83213429.32,S41327293,ICICI
TXN00000261,02/08/26,NEFT-HDFC0000123-UDAIPUR DISTRIBUTORS PRIVATE LIMITED-300000000261,,421717.00,83635146.32,2644660455,HDFC
TXN00000262,03-06-2026,MMT/IMPS/5148377356/LUDHIANA BEARINGS LIMITED/SBIN,,347850.99,83982997.31,S71259492,ICICI
TXN00000263,15/07/26,NEFT-HDFC0009812-BHOPAL HOSPITALI-300000000263,,470514.25,84453511.56,7903066005,HDFC
TXN00000264,17-08-2026,NEFT-ICICR52024560333-Godavari Ceramics Pvt Ltd,,257665.99,84711177.55,S29552804,ICICI
TXN00000265,31-07-2026,UPI/3549127396/GEP/gunturengi@ibl,,430788.00,85141965.55,S62959969,ICICI
TXN00000266,26-07-2026,UPI/6046492201/GTA/gunturtran@okhdfcbank,,257085.50,85399051.05,S50727742,ICICI
TXN00000267,14-06-2026,MMT/IMPS/3320065957/Coimbatore Traders India/SBIN,,335208.25,85734259.30,S48477300,ICICI
TXN00000268,22/08/26,UPI-BHILAI PHARMACEUTICALS INDIA PRIVATE LIMITED-BHILAIPHAR@OKHDFCBANK-6710286016-PAYMENT FROM BPI,,226970.25,85961229.55,9360362265,HDFC
TXN00000269,01-06-2026,RTGS/ICICR52023994272/GWALIOR MOTORS PRIVATE LIMITED ,,101806.50,86063036.05,S12294585,ICICI
TXN00000270,10/07/26,IMPS-6520940054-BHILAI COLD STORAGE AND COMPANY-AXIS,,450091.00,86513127.05,5105765687,HDFC
TXN00000271,26/07/26,UPI-VARANASI CERAMICS PVT LTD-VARANASICE@PAYTM-7778800855-PAYMENT FROM VCP,,397364.50,86910491.55,5766113230,HDFC
TXN00000272,17-07-2026,BIL/ONL/300000000272/JFA,,149017.50,87059509.05,S52459579,ICICI
TXN00000273,25/07/26,NEFT-HDFC0009812-ERNAKULAM CASTINGS LLP-300000000273,,165357.00,87224866.05,3067663787,HDFC
TXN00000274,04-06-2026,RTGS/ICICR52024117134/JALANDHAR INFRAPROJECTS AND COMPANY,,11153.75,87236019.80,S70873789,ICICI
TXN00000275,22-06-2026,BIL/ONL/4310893868/HPP/,,93350.00,87329369.80,S80023034,ICICI
TXN00000276,07-08-2026,BIL/ONL/300000000276/TIA,,363640.00,87693009.80,S54384795,ICICI
TXN00000277,06-07-2026,UPI/300000000277/Payment from/godavarien@paytm/HDFC,,196710.25,87889720.05,S74475398,ICICI
TXN00000278,26/06/26,NEFT-HDFC0000123-GWALIORPOLYMERSPRIVATELIMITED-300000000278,,177810.25,88067530.30,8514871499,HDFC
TXN00000279,17-08-2026,NEFT/ICICR52023994952/Jamnagar Cables Private Limited,,247935.00,88315465.30,S99173628,ICICI
TXN00000280,15-07-2026,MMT/IMPS/300000000280/DEHRADUN ENTERPRISES INDIA PRIVATE LIMITED/ICIC,,194372.75,88509838.05,S85421948,ICICI
TXN00000281,25/08/26,RTGS-HDFC0002341-CHANDRAPUR P-4041678076,,49006.00,88558844.05,9483068221,HDFC
TXN00000282,09-07-2026,UPI/300000000282/ICP/indorecont@ybl,,74474.50,88633318.55,S87390688,ICICI
TXN00000283,08-07-2026,MMT/IMPS/9927034650/Bhopal Traders India Private Limited/KKBK,,458975.00,89092293.55,S76091369,ICICI
TXN00000284,01-07-2026,MMT/IMPS/300000000284/KAKINADA PLA/KKBK,,377411.99,89469705.54,S15364484,ICICI
TXN00000285,06-06-2026,NEFT-ICICR52023081650-COIMBATORE POLYMERS,,20024.50,89489730.04,S18081779,ICICI
TXN00000286,23-08-2026,NEFT/ICICR52023994964/PANIPAT HOSPITALITY PVT LTD,,353888.25,89843618.29,S53730621,ICICI
TXN00000287,21/07/26,ACH C-HALDIA CHEMICALS INDIA PRIVATE LIMITED-300000000287,,94972.99,89938591.28,2570393402,HDFC
TXN00000288,04/08/26,IMPS-300000000288-BHILAI FORGINGS LI-AXIS,,401432.99,90340024.27,8524125586,HDFC
TXN00000289,21-07-2026,BIL/ONL/7354777762/MCP,,43134.99,90383159.26,S39775915,ICICI
TXN00000290,15-06-2026,UPI/1934328411/Payment from/chandrapur@paytm/ICIC,,118050.00,90501209.26,S30104621,ICICI
TXN00000291,25/07/26,IMPS-300000000291-GUNTUR FERTILISERS-KKBK,,193079.25,90694288.51,8949710258,HDFC
TXN00000292,26/08/26,NEFT-HDFC0004567-HOSUR PHARMACEUTICALS INDIA-300000000292,,489918.99,91184207.50,6859911658,HDFC
TXN00000293,28/08/26,NEFT-HDFC0000123-SURAT CHEMICALS INDIA PRIVATE LIMITED-300000000293,,105657.75,91289865.25,3226557053,HDFC
TXN00000294,22-07-2026,BIL/ONL/3043970662/JCS,,275612.99,91565478.24,S55376697,ICICI
TXN00000295,12-06-2026,NEFT/ICICR52024117232/JODHPUR INDUSTRIES INDIA PRIVATE LIMITED,,428959.00,91994437.24,S15949542,ICICI
TXN00000296,19/06/26,ACH C-VARANASI CABLES P LTD-8260348789,,173442.99,92167880.23,7478244630,HDFC
TXN00000297,20-08-2026,UPI/300000000297/Payment from/bhavnagarm@ybl/AXIS,,160642.25,92328522.48,S81513147,ICICI
TXN00000298,14/06/26,RTGS-HDFC0004567-ANANTAPUR  CABLES PRIVATE LIMITED-300000000298,,468640.25,92797162.73,4239471846,HDFC
TXN00000299,24-08-2026,NEFT/ICICR52023081925/AURANGABAD PHARMACEUTICALS INDIA PRIVATE LIMITED,,418765.00,93215927.73,S28923431,ICICI
TXN00000300,27/08/26,NEFT CR-HDFC0000123-KAKINADA SPINNERS-UTR300000000300-,,386735.00,93602662.73,3367930428,HDFC
TXN00000301,13/06/26,UPI-HOSUR TRANSPORT AND COMPANY-HOSURTRANS@PAYTM-6750081340-PAYMENT FROM HTA/,,382396.00,93985058.73,4033605934,HDFC
TXN00000302,23/06/26,UPI-TIRUPUR CABLES PRIVATE LIMITED-TIRUPURCAB@PAYTM-300000000302-PAYMENT FROM TCP ,,1676.25,93986734.98,3075487898,HDFC
TXN00000303,22/08/26,UPI-KAKINADA POLYMERS PRIVATE LIMITED-KAKINADAPO@YBL-300000000303-PAYMENT FROM KPP,,167607.50,94154342.48,3117853610,HDFC
TXN00000304,12-07-2026,MMT/IMPS/300000000304/GANDHINAGAR HANDICRAFTS LLP/HDFC,,97736.00,94252078.48,S96522733,ICICI
TXN00000305,20-07-2026,MMT/IMPS/300000000305/UDAIPUR CHEMICALS INDIA PRIVATE LIMITED/HDFC ,,335797.25,94587875.73,S47292987,ICICI
TXN00000306,24/07/26,UPI-TRICHY CONTAINERS PVT LTD-TRICHYCONT@YBL-3471148730-PAYMENT FROM TCP,,415533.00,95003408.73,4707465633,HDFC
TXN00000307,29-07-2026,UPI/8451804905/CPL/coimbatore@paytm,,415191.15,95418599.88,S87188334,ICICI
TXN00000308,05-06-2026,UPI/300000000307/Payment from/jodhpurpol@ybl/AXIS,,225756.37,95644356.25,S53861213,ICICI
TXN00000309,13/06/26,IMPS-7067748127-CUTTACK  PRIN-AXIS,,155067.94,95799424.19,1974014110,HDFC
TXN00000310,03/06/26,UPI-PANIPAT TRANSPORT AND COMPANY-PANIPATTRA@PAYTM-300000000308,,63907.82,95863332.01,3009823953,HDFC
TXN00000311,17/06/26,RTGS-HDFC0004567-AMRAVATI DIAGNOSTICS LIMITED-2703108211,,15070.00,95878402.01,5637996191,HDFC
TXN00000312,24-06-2026,MMT/IMPS/1256989118/GWALIOR PRINTERS PVT LTD/HDFC,,71228.37,95949630.38,S19622982,ICICI
TXN00000313,09-08-2026,UPI/1841000120/Payment from/bhavnagars@ibl/HDFC,,386850.41,96336480.79,S43050641,ICICI
TXN00000314,04/08/26,UPI-DEHRADUN DISTRIBUTORS PRIVATE LIMITED-DEHRADUNDI@IBL-5489498703-PAYMENT FROM DDP,,334916.18,96671396.97,1773897526,HDFC
TXN00000315,18/08/26,NEFT-HDFC0000123-CHENNAI FORGINGS LIMITED-1192811815,,362318.61,97033715.58,9601246143,HDFC
TXN00000316,28/07/26,NEFT CR-HDFC0004567-BHOPAL LOGISTICS PRIVATE LIMITED-UTR300000000311,,151204.33,97184919.91,2947330730,HDFC
TXN00000317,11-07-2026,UPI/300000000312/Payment from/raipurcera@apl/SBIN,,276474.49,97461394.40,S22477234,ICICI
TXN00000318,02-06-2026,UPI/6810663389/Payment from/rajkotsoft@okhdfcbank/UTIB,,99023.56,97560417.96,S15533856,ICICI
TXN00000319,14/06/26,RTGS-HDFC0009812-RAJKOT FORGINGS LIMITED-300000000314,,297565.71,97857983.67,1749422252,HDFC
TXN00000320,27/07/26,ACH C-NAGPUR ENTERPRISES INDIA PRIVATE LIMITED-4165914640,,362525.84,98220509.51,6274832271,HDFC
TXN00000321,08/08/26,IMPS-9189599898-COIMBATORE PACKAGING LLP-ICIC,,339629.75,98560139.26,2956405032,HDFC
TXN00000322,12/08/26,UPI-NAGPUR COLD STORAGE-NAGPURCOLD@PAYTM-300000000317,,402443.76,98962583.02,6155373420,HDFC
TXN00000323,11/07/26,RTGS-HDFC0000123-CALICUT CAST-6483298716,,305022.47,99267605.49,1561819920,HDFC
TXN00000324,26/07/26,UPI-CALICUT LOGISTICS PRIVATE LIMITED-CALICUTLOG@OKAXIS-300000000319-PAYMENT FROM CLP,,262875.20,99530480.69,1011108680,HDFC
TXN00000325,19/08/26,UPI-KAKINADA PHARMACEU-KAKINADAPH@OKHDFCBANK-300000000320-PAYMENT FROM KPI,,316993.14,99847473.83,4409236402,HDFC
TXN00000326,24/06/26,RTGS-HDFC0000123-DHANBAD PAPER MILLS PVT LTD-300000000321,,74407.54,99921881.37,2695775058,HDFC
TXN00000327,16/08/26,ACH C-BHAVNAGAR FERTILISER-300000000322,,409333.24,100331214.61,2852510680,HDFC
TXN00000328,13-07-2026,UPI/300000000323/Payment from/narmadafer@okaxis/AXIS,,88514.32,100419728.93,S18078344,ICICI
TXN00000329,11-07-2026,MMT/IMPS/300000000324/INDORE TRANSPORT AND COMPANY/ICIC,,236149.66,100655878.59,S44602134,ICICI
TXN00000330,05-06-2026,NEFT/ICICR52023081258/Haldia Infraprojects And Company,,122194.02,100778072.61,S21257885,ICICI
TXN00000331,10-06-2026,MMT/IMPS/300000000326/INDORE POLYMERS/ICIC,,320050.25,101098122.86,S95539182,ICICI
TXN00000332,12-08-2026,BIL/ONL/300000000327/BFL,,360092.65,101458215.51,S72689517,ICICI
TXN00000333,06-08-2026,UPI/300000000328/Payment from/narmadacol@okhdfcbank/KKBK,,71137.32,101529352.83,S99414508,ICICI
TXN00000334,25/06/26,IMPS-1624518105-JAMNAGAR DISTRIBUTORS PRIVATE LIMITED-UTIB,,179626.35,101708979.18,9586132677,HDFC
TXN00000335,25-07-2026,BIL/ONL/300000000330/KRL,,446974.68,102155953.86,S72755764,ICICI
TXN00000336,05-08-2026,RTGS/ICICR52024560499/CUTTACKHANDICRAFTSLLP,,242682.27,102398636.13,S70084759,ICICI
TXN00000337,30-06-2026,UPI/300000000332/Payment from/raipuragro@okhdfcbank/HDFC,,472022.75,102870658.88,S88036062,ICICI
TXN00000338,10-06-2026,NEFT-ICICR52023081677-gandhinagar software services private limited,,288227.17,103158886.05,S83920299,ICICI
TXN00000339,17/06/26,IMPS-300000000334-SILIGURI ELECTRICALS-KKBK,,231183.20,103390069.25,8861278208,HDFC
TXN00000340,03/07/26,NEFT CR-HDFC0009812-DEHRADUNCHEMICALSINDIAPRIVATELIMITED-UTR300000000335,,98885.40,103488954.65,2057641175,HDFC
TXN00000341,13/08/26,NEFT CR-HDFC0009812-MEERUT MOTORS PRIVATE LIMITED-UTR7356565440,,323508.66,103812463.31,7286573655,HDFC
TXN00000342,29-07-2026,MMT/IMPS/3631265213/GWALIOR FOODS PVT LTD/KKBK,,312367.20,104124830.51,S85518606,ICICI
TXN00000343,08/08/26,UPI-HUBLIPRINTERSPVTLTD-HUBLIPRINT@OKHDFCBANK-300000000338,,282953.88,104407784.39,1914226251,HDFC
TXN00000344,10/08/26,ACH C-CALICUT MOTO-300000000339,,360050.92,104767835.31,7464340850,HDFC
TXN00000345,26/06/26,UPI-NAGPUR CERAMICS PVT-NAGPURCERA@IBL-300000000340,,480418.09,105248253.40,9735442634,HDFC
TXN00000346,12/08/26,UPI-BELGAUM CABLES  PRIVA-BELGAUMCAB@PAYTM-300000000341-PAYMENT FROM BCP,,485743.62,105733997.02,7853510434,HDFC
TXN00000347,13-07-2026,BIL/ONL/1848222819/ACP,,131893.09,105865890.11,S51800363,ICICI
TXN00000348,17-08-2026,RTGS/ICICR52024560473/MEERUT TRADERS I,,118062.38,105983952.49,S18224999,ICICI
TXN00000349,05-08-2026,NEFT/ICICR52024117726/HUBLI INFRAPROJE,,217756.73,106201709.22,S95975862,ICICI
TXN00000350,04-06-2026,NEFT-ICICR52023081251-salem  handicrafts,,336021.23,106537730.45,S64800566,ICICI
TXN00000351,23/07/26,UPI-CALICUT  PRINTERS PVT LTD-CALICUTPRI@YBL-300000000346-PAYMENT FROM CPP,,128031.18,106665761.63,6657418037,HDFC
TXN00000352,10/07/26,NEFT-HDFC0000123-CHANDRAPUR ELECTRICALS LLP-300000000347,,229167.43,106894929.06,7829442705,HDFC
TXN00000353,06-06-2026,UPI/300000000348/Payment from/tirupurmet@ybl/HDFC,,133117.49,107028046.55,S77226354,ICICI
TXN00000354,05/06/26,UPI-KRISHNA SOFTWARE SERVICES PRIVATE LIMITED-KRISHNASOF@APL-300000000349-PAYMENT FROM KSS,,112919.68,107140966.23,8189901360,HDFC
TXN00000355,04/06/26,NEFT-HDFC0002341-DHANBAD SOFTWARE SERVICES-4890449670,,274488.50,107415454.73,2574407236,HDFC
TXN00000356,28-06-2026,BIL/ONL/300000000351/DMP,,423733.19,107839187.92,S19316518,ICICI
TXN00000357,27/06/26,NEFT-HDFC0004567-BHILAI FABRICATORS AND COMPANY-300000000352,,360788.59,108199976.51,8620008289,HDFC
TXN00000358,03/07/26,NEFT CR-HDFC0009812-ERNAKULAM TR-UTR8634095056,,69773.29,108269749.80,4291835414,HDFC
TXN00000359,29-08-2026,MMT/IMPS/300000000354/GWALIOR CERAMICS PVT LTD/HDFC,,24539.12,108294288.92,S81100536,ICICI
TXN00000360,31-07-2026,NEFT/ICICR52024560660/Calicut Polymers Private Limited,,76144.55,108370433.47,S99530287,ICICI
TXN00000361,29-07-2026,NEFT/ICICR52023081483/SURAT PAPER MILLS PVT LTD,,46965.82,108417399.29,S85814296,ICICI
TXN00000362,16/08/26,UPI-DHANBAD ELECTRICALS LLP-DHANBADELE@APL-7669847395,,191343.16,108608742.45,5742474241,HDFC
TXN00000363,24-06-2026,UPI/7907959650/Payment from/nagpurmedi@apl/AXIS,,46852.55,108655595.00,S58372971,ICICI
TXN00000364,22-06-2026,MMT/IMPS/8648818496/GWALIORINFRAPROJECTSANDCOMPANY/HDFC,,415173.09,109070768.09,S24451830,ICICI
TXN00000365,26-06-2026,UPI/300000000360/NDL/nashikdiag@apl,,213346.82,109284114.91,S35831630,ICICI
TXN00000366,12-08-2026,NEFT-ICICR52024117845-TIRUPUR TRANSPOR,,383798.43,109667913.34,S82611986,ICICI
TXN00000367,25-08-2026,MMT/IMPS/6648951933/BHOPAL GARME/KKBK,,492842.99,110160756.33,S22915123,ICICI
TXN00000368,27/08/26,ACH C-SOLAPUR CONSTRUCTIONS PRIVATE LIMITED-300000000363,,272888.50,110433644.83,1607131452,HDFC
TXN00000369,12/08/26,NEFT CR-HDFC0009812-HALDIA SPINNERS LLP-UTR300000000364,,445271.99,110878916.82,8857291146,HDFC
TXN00000370,24-08-2026,UPI/2923074405/Payment from/raipurengi@paytm/KKBK,,22961.99,110901878.81,S60598956,ICICI
TXN00000371,05/06/26,UPI-DEHRADUN PACKAGING LLP-DEHRADUNPA@OKAXIS-300000000366,,10482.00,110912360.81,1461889035,HDFC
TXN00000372,19-07-2026,NEFT/ICICR52023994791/NAGPUR FABRICATORS A,,160466.30,111072827.11,S23713448,ICICI
TXN00000373,01-07-2026,UPI/300000000368/KTA/krishnatra@ybl,,134913.60,111207740.71,S19406131,ICICI
TXN00000374,06/06/26,IMPS-300000000369-NAGPUR CASTINGS LLP-AXIS,,127655.06,111335395.77,3656373510,HDFC
TXN00000375,19-06-2026,RTGS/ICICR52024560183/Jabalpur Transport And Company,,181963.49,111517359.26,S76142390,ICICI
TXN00000376,07/07/26,UPI-JABALPUR PHARMACEUTICALS INDIA PRIVATE LIMITED-JABALPURPH@YBL-300000000371,,343894.49,111861253.75,1023219083,HDFC
TXN00000377,05-08-2026,MMT/IMPS/300000000372/jamnagar castings llp/UTIB,,105008.80,111966262.55,S28195360,ICICI
TXN00000378,01-08-2026,RTGS/ICICR52023081320/RAIPUR SOFTWARE SERVICES PRIVATE LIMITED,,136631.55,112102894.10,S72668805,ICICI
TXN00000379,16/08/26,NEFT-HDFC0000123-HUBLI CABLES PRIVATE-300000000374,,122011.60,112224905.70,4965287891,HDFC
TXN00000380,01-06-2026,NEFT/ICICR52023081249/JAMNAGAR TRADERS INDIA PRIVATE LIMITED,,184354.13,112409259.83,S76507511,ICICI
TXN00000381,22-07-2026,NEFT-ICICR52023994998-BHOPALHOSPITALITYPVTLTD,,189042.00,112598301.83,S58613126,ICICI
TXN00000382,23-07-2026,UPI/300000000377/Payment from/dehradunpl@okaxis/SBIN,,322572.45,112920874.28,S37432555,ICICI
TXN00000383,21-06-2026,NEFT/ICICR52024117306/MADURAI METALS LIMITED,,182704.80,113103579.08,S36333278,ICICI
TXN00000384,12/08/26,UPI-NAGPUR CABLES PVT-NAGPURCABL@IBL-300000000379-PAYMENT FROM NCP,,100320.00,113203899.08,4136675485,HDFC
TXN00000385,17/06/26,UPI-AURANGABADPACKAGINGLLP-AURANGABAD@PAYTM-300000000380,,264791.25,113468690.33,3470888116,HDFC
TXN00000386,05/07/26,RTGS-HDFC0004567-CUTTACK PLASTICS AND COMPANY-300000000381,,40522.75,113509213.08,2863128216,HDFC
TXN00000387,24/07/26,RTGS-HDFC0004567-MANGALORE COLD STORAGE AND COMPANY-300000000382,,89262.10,113598475.18,9341001365,HDFC
TXN00000388,20-07-2026,NEFT/ICICR52023994127/BHILAI PRINTERS PVT LTD,,192061.13,113790536.31,S60516688,ICICI
TXN00000389,31/07/26,ACH C-GUNTUR CERAM-300000000384,,244846.74,114035383.05,2901833590,HDFC
TXN00000390,03-07-2026,RTGS/ICICR52023081911/Surat Fertil,,166392.70,114201775.75,S83378266,ICICI
TXN00000391,02/08/26,ACH C-GANDHINAGAR AGRO EXPORTS PRIVATE LIMITED-300000000386 ,,178430.80,114380206.55,8000022189,HDFC
TXN00000392,27-08-2026,UPI/300000000387/Payment from/ludhianare@okaxis/SBIN,,272984.25,114653190.80,S95539789,ICICI
TXN00000393,19/06/26,RTGS-HDFC0002341-UDAIPUR ENTERPRISES INDIA PRIVATE LIMITED-6247905955 ,,324912.00,114978102.80,4088526776,HDFC
TXN00000394,30/07/26,NEFT-HDFC0004567-VARANASI CABLES PRIVATE LIMITED-300000000389,,156140.60,115134243.40,4624700750,HDFC
TXN00000395,09-07-2026,NEFT-ICICR52024117484-NASHIK CONTAINERS PVT LTD,,9703.00,115143946.40,S34221339,ICICI
TXN00000396,07/06/26,NEFT CR-HDFC0009812-RAIPUR AGRO EXPORTS-UTR300000000391,,83117.10,115227063.50,4499765749,HDFC
TXN00000397,30-08-2026,UPI/300000000392/Payment from/chennaipac@apl/AXIS,,157439.80,115384503.30,S76250320,ICICI
TXN00000398,11-06-2026,UPI/300000000393/RAC/raipurauto@paytm,,71918.50,115456421.80,S36650569,ICICI
