invoice_id,settlement_id,txn_id,case_type,notes
INV-2026-000379,setl_000000000335,TXN00000335,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000380,setl_000000000336,TXN00000336,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000381,setl_000000000337,TXN00000337,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000382,setl_000000000338,TXN00000338,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000383,setl_000000000339,TXN00000339,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000384,setl_000000000340,TXN00000340,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000385,setl_000000000341,TXN00000341,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000386,setl_000000000342,TXN00000342,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000387,setl_000000000343,TXN00000343,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000388,setl_000000000344,TXN00000344,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000389,setl_000000000345,TXN00000345,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000390,setl_000000000346,TXN00000346,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000391,setl_000000000347,TXN00000347,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000392,setl_000000000348,TXN00000348,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000393,setl_000000000349,TXN00000349,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000394,setl_000000000350,TXN00000350,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000395,setl_000000000351,TXN00000351,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000396,setl_000000000352,TXN00000352,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000397,setl_000000000353,TXN00000353,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000398,setl_000000000354,TXN00000354,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000399,setl_000000000355,TXN00000355,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000400,setl_000000000356,TXN00000356,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000401,setl_000000000357,TXN00000357,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000402,setl_000000000358,TXN00000358,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000403,setl_000000000359,TXN00000359,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000404,setl_000000000360,TXN00000360,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000405,setl_000000000361,TXN00000361,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000406,setl_000000000362,TXN00000362,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000407,setl_000000000363,TXN00000363,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000408,setl_000000000364,TXN00000364,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000409,setl_000000000365,TXN00000365,fee_deducted,fee 2% + GST 18% on fee
INV-2026-000410,setl_000000000366,TXN00000366,fee_deducted,fee 2% + GST 18% on fee
,,TXN00000367,orphan,unmatchable bank credit
,,TXN00000368,orphan,unmatchable bank credit
,,TXN00000369,orphan,unmatchable bank credit
,,TXN00000370,orphan,unmatchable bank credit
,,TXN00000371,orphan,unmatchable bank credit
INV-2026-000411,setl_000000000367,TXN00000372,partial_payment,customer short-paid
INV-2026-000412,setl_000000000368,TXN00000373,partial_payment,customer short-paid
INV-2026-000413,setl_000000000369,TXN00000374,partial_payment,customer short-paid
INV-2026-000414,setl_000000000370,TXN00000375,partial_payment,customer short-paid
INV-2026-000415,setl_000000000371,TXN00000376,partial_payment,customer short-paid
INV-2026-000416,setl_000000000372,TXN00000377,partial_payment,customer short-paid
INV-2026-000417,setl_000000000373,TXN00000378,partial_payment,customer short-paid
INV-2026-000418,setl_000000000374,TXN00000379,partial_payment,customer short-paid
INV-2026-000419,setl_000000000375,TXN00000380,partial_payment,customer short-paid
INV-2026-000420,setl_000000000376,TXN00000381,partial_payment,customer short-paid
INV-2026-000421,setl_000000000377,TXN00000382,partial_payment,customer short-paid
INV-2026-000422,setl_000000000378,TXN00000383,partial_payment,customer short-paid
INV-2026-000423,setl_000000000379,TXN00000384,partial_payment,customer short-paid
INV-2026-000424,setl_000000000380,TXN00000385,partial_payment,customer short-paid
INV-2026-000425,setl_000000000381,TXN00000386,partial_payment,customer short-paid
INV-2026-000426,setl_000000000382,TXN00000387,partial_payment,customer short-paid
INV-2026-000427,setl_000000000383,TXN00000388,partial_payment,customer short-paid
INV-2026-000428,setl_000000000384,TXN00000389,partial_payment,customer short-paid
INV-2026-000429,setl_000000000385,TXN00000390,partial_payment,customer short-paid
INV-2026-000430,setl_000000000386,TXN00000391,partial_payment,customer short-paid
INV-2026-000431,setl_000000000387,TXN00000392,partial_payment,customer short-paid
INV-2026-000432,setl_000000000388,TXN00000393,partial_payment,customer short-paid
INV-2026-000433,setl_000000000389,TXN00000394,partial_payment,customer short-paid
INV-2026-000434,setl_000000000390,TXN00000395,partial_payment,customer short-paid
INV-2026-000435,setl_000000000391,TXN00000396,partial_payment,customer short-paid
INV-2026-000436,setl_000000000392,TXN00000397,partial_payment,customer short-paid
INV-2026-000437,setl_000000000393,TXN00000398,partial_payment,customer short-paid
INV-2026-000438,setl_000000000394,TXN00000399,partial_payment,customer short-paid
INV-2026-000439,setl_000000000395,TXN00000400,partial_payment,customer short-paid
INV-2026-000440,setl_000000000396,TXN00000401,partial_payment,customer short-paid
INV-2026-000441,setl_000000000397,TXN00000402,refund_netted,refund netted in payout
INV-2026-000442,setl_000000000398,TXN00000403,refund_netted,refund netted in payout
INV-2026-000443,setl_000000000399,TXN00000404,refund_netted,refund netted in payout
INV-2026-000444,setl_000000000400,TXN00000405,refund_netted,refund netted in payout
INV-2026-000445,setl_000000000401,TXN00000406,refund_netted,refund netted in payout
INV-2026-000446,setl_000000000402,TXN00000407,refund_netted,refund netted in payout
INV-2026-000447,setl_000000000403,TXN00000408,refund_netted,refund netted in payout
INV-2026-000448,setl_000000000404,TXN00000409,refund_netted,refund netted in payout
INV-2026-000449,setl_000000000405,TXN00000410,refund_netted,refund netted in payout
INV-2026-000450,setl_000000000406,TXN00000411,refund_netted,refund netted in payout
INV-2026-000451,setl_000000000407,TXN00000412,refund_netted,refund netted in payout
INV-2026-000452,setl_000000000408,TXN00000413,refund_netted,refund netted in payout
INV-2026-000453,setl_000000000409,TXN00000414,refund_netted,refund netted in payout
INV-2026-000454,setl_000000000410,TXN00000415,refund_netted,refund netted in payout
INV-2026-000455,setl_000000000411,TXN00000416,refund_netted,refund netted in payout
INV-2026-000456,setl_000000000412,TXN00000417,refund_netted,refund netted in payout
INV-2026-000457,setl_000000000413,TXN00000418,refund_netted,refund netted in payout
INV-2026-000458,setl_000000000414,TXN00000419,refund_netted,refund netted in payout
INV-2026-000459,setl_000000000415,TXN00000420,refund_netted,refund netted in payout
INV-2026-000460,setl_000000000416,TXN00000421,refund_netted,refund netted in payout
INV-2026-000461,setl_000000000417,TXN00000422,rounding_drift,+2 paise discrepancy
INV-2026-000462,setl_000000000418,TXN00000423,rounding_drift,+2 paise discrepancy
INV-2026-000463,setl_000000000419,TXN00000424,rounding_drift,-5 paise discrepancy
INV-2026-000464,setl_000000000420,TXN00000425,rounding_drift,-1 paise discrepancy
INV-2026-000465,setl_000000000421,TXN00000426,rounding_drift,-3 paise discrepancy
INV-2026-000466,setl_000000000422,TXN00000427,rounding_drift,+2 paise discrepancy
INV-2026-000467,setl_000000000423,TXN00000428,rounding_drift,-2 paise discrepancy
INV-2026-000468,setl_000000000424,TXN00000429,rounding_drift,+3 paise discrepancy
INV-2026-000469,setl_000000000425,TXN00000430,rounding_drift,-3 paise discrepancy
INV-2026-000470,setl_000000000426,TXN00000431,rounding_drift,-1 paise discrepancy
INV-2026-000471,setl_000000000427,TXN00000432,tds_deducted,receipt net of TDS
INV-2026-000472,setl_000000000428,TXN00000433,tds_deducted,receipt net of TDS
INV-2026-000473,setl_000000000429,TXN00000434,tds_deducted,receipt net of TDS
INV-2026-000474,setl_000000000430,TXN00000435,tds_deducted,receipt net of TDS
INV-2026-000475,setl_000000000431,TXN00000436,tds_deducted,receipt net of TDS
INV-2026-000476,setl_000000000432,TXN00000437,tds_deducted,receipt net of TDS
INV-2026-000477,setl_000000000433,TXN00000438,tds_deducted,receipt net of TDS
INV-2026-000478,setl_000000000434,TXN00000439,tds_deducted,receipt net of TDS
INV-2026-000479,setl_000000000435,TXN00000440,tds_deducted,receipt net of TDS
INV-2026-000480,setl_000000000436,TXN00000441,tds_deducted,receipt net of TDS
INV-2026-000481,setl_000000000437,TXN00000442,tds_deducted,receipt net of TDS
INV-2026-000482,setl_000000000438,TXN00000443,tds_deducted,receipt net of TDS
INV-2026-000483,setl_000000000439,TXN00000444,tds_deducted,receipt net of TDS
INV-2026-000484,setl_000000000440,TXN00000445,tds_deducted,receipt net of TDS
INV-2026-000485,setl_000000000441,TXN00000446,tds_deducted,receipt net of TDS
INV-2026-000486,setl_000000000442,TXN00000447,tds_deducted,receipt net of TDS
INV-2026-000487,setl_000000000443,TXN00000448,tds_deducted,receipt net of TDS
INV-2026-000488,setl_000000000444,TXN00000449,tds_deducted,receipt net of TDS
INV-2026-000489,setl_000000000445,TXN00000450,tds_deducted,receipt net of TDS
INV-2026-000490,setl_000000000446,TXN00000451,tds_deducted,receipt net of TDS
INV-2026-000491,setl_000000000447,TXN00000452,tds_deducted,receipt net of TDS
INV-2026-000492,setl_000000000448,TXN00000453,tds_deducted,receipt net of TDS
INV-2026-000493,setl_000000000449,TXN00000454,tds_deducted,receipt net of TDS
INV-2026-000494,setl_000000000450,TXN00000455,tds_deducted,receipt net of TDS
INV-2026-000495,setl_000000000451,TXN00000456,tds_deducted,receipt net of TDS
